country_iso3,year,rank,rank_note,adoption_percentile,overall_score,centralized_service_value_received_rank,defi_value_received_rank,institutional_centralized_service_value_received_rank,number_of_onchain_deposits_rank,onchain_retail_value_received_rank,onchain_value_received_rank,p2p_exchange_trade_volume_rank,retail_centralized_service_value_received_rank,retail_defi_value_received_rank
NPL,2022,16.0,,0.896551724137931,,17.0,34.0,,,,,19.0,17.0,41.0
NPL,2023,56.0,,0.6428571428571428,,90.0,52.0,,,,,20.0,87.0,52.0
NPL,2024,71.0,,0.5333333333333333,,104.0,56.0,,,,,,79.0,51.0
NPL,2025,50.0,,0.6201550387596899,,52.0,54.0,46.0,,,,,57.0,
NZL,2020,63.0,,0.5571428571428572,0.075,,,,60.0,104.0,103.0,18.0,,
NZL,2021,96.0,,0.3831168831168831,0.02,,,,,95.0,88.0,85.0,,
NZL,2022,108.0,,0.26206896551724135,,99.0,76.0,,,,,94.0,99.0,61.0
NZL,2023,90.0,,0.42207792207792205,,107.0,68.0,,,,,101.0,112.0,68.0
NZL,2024,95.0,,0.3733333333333333,,100.0,95.0,,,,,,99.0,92.0
NZL,2025,83.0,,0.3643410852713178,,92.0,74.0,89.0,,,,,97.0,
OMN,2020,124.0,,0.12142857142857144,0.008,,,,127.0,135.0,136.0,104.0,,
OMN,2021,137.0,,0.11688311688311692,0.01,,,,,135.0,134.0,117.0,,
OMN,2023,137.0,,0.11688311688311692,,140.0,121.0,,,,,150.0,138.0,121.0
OMN,2024,141.0,,0.06666666666666665,,139.0,142.0,,,,,,136.0,139.0
OMN,2025,117.0,,0.10077519379844957,,114.0,117.0,115.0,,,,,114.0,
PAK,2020,15.0,,0.9,0.272,,,,96.0,16.0,13.0,26.0,,
PAK,2021,3.0,,0.987012987012987,0.36,,,,,12.0,11.0,8.0,,
PAK,2022,6.0,,0.9655172413793104,,10.0,22.0,,,,,50.0,10.0,16.0
PAK,2023,8.0,,0.9545454545454546,,7.0,20.0,,,,,9.0,7.0,20.0
PAK,2024,9.0,,0.9466666666666667,,4.0,18.0,,,,,,4.0,13.0
PAK,2025,3.0,,0.9844961240310077,,3.0,10.0,3.0,,,,,2.0,
PAN,2020,51.0,,0.6428571428571428,0.094,,,,36.0,118.0,117.0,8.0,,
PAN,2021,84.0,,0.461038961038961,0.03,,,,,102.0,102.0,47.0,,
PAN,2022,104.0,,0.2896551724137931,,107.0,74.0,,,,,43.0,107.0,96.0
PAN,2023,97.0,,0.37662337662337664,,113.0,81.0,,,,,95.0,114.0,81.0
PAN,2024,112.0,,0.26,,107.0,119.0,,,,,,111.0,120.0
PAN,2025,101.0,,0.22480620155038755,,103.0,94.0,103.0,,,,,101.0,
PER,2020,18.0,,0.8785714285714286,0.242,,,,76.0,30.0,43.0,7.0,,
PER,2021,22.0,,0.8636363636363636,0.11,,,,,39.0,39.0,23.0,,
PER,2022,35.0,,0.7655172413793103,,39.0,39.0,,,,,45.0,39.0,50.0
PER,2023,49.0,,0.6883116883116883,,35.0,70.0,,,,,65.0,33.0,70.0
PER,2024,42.0,,0.7266666666666667,,36.0,48.0,,,,,,31.0,43.0
PER,2025,34.0,,0.7441860465116279,,36.0,38.0,39.0,,,,,29.0,
PHL,2020,16.0,,0.8928571428571429,0.262,,,,91.0,13.0,9.0,44.0,,
PHL,2021,15.0,,0.9090909090909091,0.16,,,,,9.0,10.0,80.0,,
PHL,2022,2.0,,0.993103448275862,,4.0,13.0,,,,,66.0,4.0,5.0
PHL,2023,6.0,,0.9675324675324676,,6.0,7.0,,,,,19.0,6.0,7.0
PHL,2024,8.0,,0.9533333333333334,,9.0,14.0,,,,,,8.0,9.0
PHL,2025,9.0,,0.937984496124031,,9.0,13.0,10.0,,,,,6.0,
PNG,2020,140.0,,0.0071428571428571175,0.001,,,,151.0,148.0,149.0,105.0,,
PNG,2021,151.0,,0.025974025974025983,0.0,,,,,151.0,150.0,82.0,,
PNG,2024,145.0,,0.040000000000000036,,140.0,146.0,,,,,,146.0,136.0
POL,2020,38.0,,0.7357142857142858,0.137,,,,46.0,26.0,23.0,86.0,,
POL,2021,41.0,,0.7402597402597403,0.07,,,,,25.0,22.0,126.0,,
POL,2022,33.0,,0.7793103448275862,,25.0,32.0,,,,,102.0,25.0,30.0
POL,2023,34.0,,0.7857142857142857,,30.0,24.0,,,,,71.0,27.0,24.0
POL,2024,24.0,,0.8466666666666667,,28.0,25.0,,,,,,25.0,24.0
POL,2025,32.0,,0.7596899224806202,,34.0,28.0,33.0,,,,,33.0,
PRT,2020,43.0,,0.7,0.126,,,,35.0,59.0,54.0,34.0,,
PRT,2021,57.0,,0.6363636363636364,0.05,,,,,47.0,45.0,89.0,,
PRT,2022,38.0,,0.7448275862068965,,51.0,40.0,,,,,24.0,51.0,36.0
PRT,2023,59.0,,0.6233766233766234,,55.0,43.0,,,,,82.0,66.0,43.0
PRT,2024,50.0,,0.6733333333333333,,50.0,51.0,,,,,,60.0,52.0
PRT,2025,45.0,,0.6589147286821706,,56.0,31.0,47.0,,,,,65.0,
PRY,2020,112.0,,0.20714285714285718,0.015,,,,121.0,124.0,121.0,98.0,,
PRY,2021,122.0,,0.2142857142857143,0.01,,,,,124.0,119.0,75.0,,
PRY,2022,95.0,,0.3517241379310345,,92.0,106.0,,,,,62.0,92.0,113.0
PRY,2023,96.0,,0.3831168831168831,,111.0,85.0,,,,,92.0,99.0,85.0
PRY,2024,88.0,,0.42000000000000004,,93.0,34.0,,,,,,88.0,121.0
PRY,2025,75.0,,0.4263565891472868,,65.0,92.0,71.0,,,,,52.0,
PSE,2020,,Among lowest,0.0,0.0,,,,53.0,20.0,22.0,,,
PSE,2022,31.0,,0.7931034482758621,,45.0,94.0,,,,,15.0,45.0,93.0
PSE,2023,69.0,,0.5584415584415585,,46.0,107.0,,,,,28.0,84.0,107.0
PSE,2024,66.0,,0.5666666666666667,,80.0,84.0,,,,,,63.0,50.0
PSE,2025,98.0,,0.24806201550387597,,91.0,103.0,100.0,,,,,74.0,
QAT,2020,119.0,,0.15714285714285714,0.01,,,,93.0,137.0,137.0,101.0,,
QAT,2021,141.0,,0.09090909090909094,0.0,,,,,136.0,139.0,120.0,,
QAT,2022,141.0,,0.03448275862068961,,139.0,123.0,,,,,138.0,139.0,125.0
QAT,2023,138.0,,0.11038961038961037,,139.0,130.0,,,,,142.0,137.0,130.0
QAT,2024,131.0,,0.1333333333333333,,124.0,132.0,,,,,,132.0,135.0
QAT,2025,114.0,,0.12403100775193798,,112.0,110.0,112.0,,,,,115.0,
ROU,2020,48.0,,0.6642857142857144,0.112,,,,59.0,49.0,48.0,56.0,,
ROU,2021,64.0,,0.5909090909090908,0.04,,,,,49.0,58.0,83.0,,
ROU,2022,76.0,,0.48275862068965514,,56.0,55.0,,,,,118.0,56.0,49.0
ROU,2023,61.0,,0.6103896103896104,,58.0,48.0,,,,,80.0,59.0,48.0
ROU,2024,65.0,,0.5733333333333333,,62.0,76.0,,,,,,67.0,73.0
ROU,2025,59.0,,0.5503875968992248,,61.0,63.0,63.0,,,,,62.0,
RUS,2020,2.0,,0.9928571428571429,0.931,,,,5.0,8.0,7.0,9.0,,
RUS,2021,18.0,,0.8896103896103896,0.14,,,,,6.0,8.0,122.0,,
RUS,2022,9.0,,0.9448275862068966,,8.0,11.0,,,,,109.0,8.0,12.0
RUS,2023,13.0,,0.922077922077922,,12.0,9.0,,,,,36.0,10.0,9.0
RUS,2024,7.0,,0.96,,11.0,7.0,,,,,,7.0,7.0
RUS,2025,10.0,,0.9302325581395349,,10.0,9.0,11.0,,,,,8.0,
RWA,2020,81.0,,0.4285714285714286,0.049,,,,132.0,86.0,93.0,31.0,,
RWA,2021,69.0,,0.5584415584415585,0.04,,,,,110.0,106.0,13.0,,
RWA,2022,81.0,,0.4482758620689655,,103.0,107.0,,,,,18.0,103.0,108.0
RWA,2023,142.0,,0.08441558441558439,,137.0,147.0,,,,,48.0,133.0,147.0
RWA,2024,118.0,,0.21999999999999997,,120.0,112.0,,,,,,120.0,134.0
RWA,2025,93.0,,0.28682170542635654,,87.0,96.0,88.0,,,,,75.0,
SAU,2020,93.0,,0.34285714285714286,0.036,,,,118.0,97.0,89.0,73.0,,
SAU,2021,113.0,,0.2727272727272727,0.02,,,,,94.0,87.0,135.0,,
SAU,2022,67.0,,0.5448275862068965,,35.0,91.0,,,,,133.0,35.0,81.0
SAU,2023,57.0,,0.6363636363636364,,61.0,49.0,,,,,73.0,53.0,49.0
SAU,2024,41.0,,0.7333333333333334,,45.0,31.0,,,,,,53.0,30.0
SAU,2025,61.0,,0.5348837209302326,,62.0,66.0,64.0,,,,,63.0,
SDN,2020,134.0,,0.050000000000000044,0.003,,,,145.0,120.0,123.0,140.0,,
SEN,2020,98.0,,0.30714285714285716,0.029,,,,135.0,87.0,100.0,77.0,,
SEN,2021,93.0,,0.4025974025974026,0.03,,,,,100.0,111.0,39.0,,
SEN,2022,105.0,,0.2827586206896552,,115.0,104.0,,,,,37.0,115.0,82.0
SEN,2023,83.0,,0.4675324675324676,,121.0,76.0,,,,,58.0,115.0,76.0
SEN,2024,64.0,,0.5800000000000001,,72.0,73.0,,,,,,62.0,74.0
SEN,2025,80.0,,0.3875968992248062,,54.0,105.0,53.0,,,,,61.0,
SGP,2020,50.0,,0.65,0.102,,,,8.0,94.0,73.0,54.0,,
SGP,2021,80.0,,0.487012987012987,0.03,,,,,74.0,73.0,79.0,,
SGP,2022,63.0,,0.5724137931034483,,55.0,47.0,,,,,80.0,55.0,51.0
SGP,2023,77.0,,0.5064935064935066,,82.0,59.0,,,,,84.0,101.0,59.0
SGP,2024,75.0,,0.5066666666666666,,82.0,62.0,,,,,,104.0,61.0
SGP,2025,63.0,,0.5193798449612403,,71.0,52.0,66.0,,,,,79.0,
SLV,2020,53.0,,0.6285714285714286,0.09,,,,86.0,105.0,107.0,6.0,,
SLV,2021,89.0,,0.4285714285714286,0.03,,,,,101.0,105.0,49.0,,
SLV,2022,55.0,,0.6275862068965516,,61.0,89.0,,,,,36.0,61.0,83.0
SLV,2023,95.0,,0.38961038961038963,,80.0,108.0,,,,,88.0,80.0,108.0
SLV,2024,106.0,,0.30000000000000004,,73.0,121.0,,,,,,61.0,117.0
SLV,2025,89.0,,0.3178294573643411,,78.0,102.0,79.0,,,,,67.0,
SOM,2022,44.0,,0.703448275862069,,75.0,131.0,,,,,7.0,75.0,128.0
SOM,2023,114.0,,0.26623376623376627,,95.0,125.0,,,,,111.0,74.0,125.0
SOM,2024,63.0,,0.5866666666666667,,113.0,42.0,,,,,,93.0,38.0
SRB,2020,66.0,,0.5357142857142857,0.073,,,,38.0,57.0,52.0,90.0,,
SRB,2021,62.0,,0.6038961038961039,0.04,,,,,51.0,65.0,70.0,,
SRB,2022,59.0,,0.6,,67.0,75.0,,,,,34.0,67.0,60.0
SRB,2023,67.0,,0.5714285714285714,,65.0,53.0,,,,,89.0,67.0,53.0
SRB,2024,49.0,,0.6799999999999999,,58.0,49.0,,,,,,59.0,44.0
SRB,2025,67.0,,0.4883720930232558,,66.0,77.0,70.0,,,,,53.0,
SUR,2020,130.0,,0.07857142857142863,0.005,,,,72.0,140.0,141.0,125.0,,
SUR,2021,145.0,,0.06493506493506496,0.0,,,,,142.0,142.0,107.0,,
SUR,2022,130.0,,0.1103448275862069,,134.0,130.0,,,,,74.0,134.0,132.0
SUR,2023,149.0,,0.038961038961038974,,147.0,144.0,,,,,146.0,146.0,144.0
SUR,2024,138.0,,0.08666666666666667,,151.0,127.0,,,,,,147.0,122.0
SVK,2020,36.0,,0.75,0.143,,,,14.0,56.0,47.0,51.0,,
SVK,2021,67.0,,0.5714285714285714,0.04,,,,,54.0,51.0,86.0,,
SVK,2022,80.0,,0.45517241379310347,,70.0,70.0,,,,,95.0,70.0,69.0
SVK,2023,98.0,,0.3701298701298701,,75.0,97.0,,,,,115.0,81.0,97.0
SVK,2024,87.0,,0.42666666666666664,,66.0,89.0,,,,,,94.0,93.0
SVK,2025,76.0,,0.41860465116279066,,85.0,68.0,85.0,,,,,89.0,
SVN,2020,40.0,,0.7214285714285714,0.133,,,,4.0,79.0,53.0,46.0,,
SVN,2021,86.0,,0.44805194805194803,0.03,,,,,71.0,70.0,99.0,,
SVN,2022,113.0,,0.22758620689655173,,87.0,90.0,,,,,131.0,87.0,97.0
SVN,2023,101.0,,0.35064935064935066,,72.0,82.0,,,,,129.0,98.0,82.0
SVN,2024,97.0,,0.36,,86.0,104.0,,,,,,97.0,104.0
SVN,2025,82.0,,0.37209302325581395,,88.0,76.0,87.0,,,,,96.0,
SWE,2020,46.0,,0.6785714285714286,0.117,,,,40.0,67.0,70.0,28.0,,
SWE,2021,73.0,,0.5324675324675325,0.04,,,,,73.0,78.0,66.0,,
SWE,2022,78.0,,0.46896551724137936,,85.0,62.0,,,,,44.0,85.0,67.0
SWE,2023,70.0,,0.551948051948052,,68.0,67.0,,,,,79.0,68.0,67.0
SWE,2024,73.0,,0.52,,76.0,68.0,,,,,,90.0,70.0
SWE,2025,56.0,,0.5736434108527132,,63.0,48.0,58.0,,,,,69.0,
SYC,2021,127.0,,0.18181818181818177,0.01,,,,,143.0,121.0,51.0,,
SYC,2022,71.0,,0.5172413793103448,,123.0,110.0,,,,,1.0,123.0,114.0
SYC,2023,143.0,,0.07792207792207795,,145.0,143.0,,,,,134.0,134.0,143.0
SYR,2020,117.0,,0.17142857142857137,0.012,,,,125.0,71.0,77.0,132.0,,
SYR,2021,106.0,,0.31818181818181823,0.02,,,,,93.0,108.0,87.0,,
SYR,2023,131.0,,0.1558441558441559,,124.0,140.0,,,,,85.0,104.0,140.0
TCD,2020,,Among lowest,0.0,0.0,,,,154.0,153.0,154.0,,,
TGO,2020,73.0,,0.48571428571428577,0.06,,,,90.0,63.0,105.0,52.0,,
TGO,2021,9.0,,0.948051948051948,0.19,,,,,42.0,47.0,2.0,,
TGO,2022,93.0,,0.3655172413793103,,82.0,101.0,,,,,104.0,82.0,85.0
TGO,2023,118.0,,0.24025974025974028,,126.0,129.0,,,,,51.0,120.0,129.0
TGO,2024,85.0,,0.43999999999999995,,116.0,77.0,,,,,,85.0,56.0
TGO,2025,123.0,,0.054263565891472854,,125.0,123.0,125.0,,,,,124.0,
THA,2020,12.0,,0.9214285714285715,0.365,,,,21.0,15.0,17.0,33.0,,
THA,2021,12.0,,0.9285714285714286,0.17,,,,,11.0,7.0,76.0,,
THA,2022,8.0,,0.9517241379310345,,12.0,5.0,,,,,61.0,12.0,3.0
THA,2023,10.0,,0.9415584415584416,,8.0,6.0,,,,,44.0,15.0,6.0
THA,2024,16.0,,0.9,,16.0,19.0,,,,,,15.0,16.0
THA,2025,17.0,,0.875968992248062,,17.0,15.0,17.0,,,,,21.0,
TJK,2020,,Among lowest,0.0,0.0,,,,141.0,133.0,134.0,,,
TJK,2021,133.0,,0.1428571428571429,0.01,,,,,130.0,133.0,124.0,,
TJK,2022,128.0,,0.12413793103448278,,124.0,126.0,,,,,135.0,124.0,124.0
TJK,2023,135.0,,0.1298701298701299,,122.0,139.0,,,,,116.0,128.0,139.0
TJK,2024,117.0,,0.22666666666666668,,133.0,93.0,,,,,,127.0,113.0
TKM,2020,,Among lowest,0.0,0.0,,,,31.0,112.0,82.0,,,
TKM,2021,140.0,,0.09740259740259738,0.0,,,,,107.0,132.0,156.0,,
TTO,2020,100.0,,0.2928571428571428,0.025,,,,58.0,128.0,132.0,74.0,,
TTO,2021,125.0,,0.19480519480519476,0.01,,,,,131.0,126.0,57.0,,
TTO,2022,121.0,,0.1724137931034483,,122.0,127.0,,,,,60.0,122.0,121.0
TTO,2023,129.0,,0.16883116883116878,,133.0,127.0,,,,,112.0,136.0,127.0
TTO,2024,137.0,,0.09333333333333338,,128.0,140.0,,,,,,123.0,142.0
TTO,2025,112.0,,0.13953488372093026,,113.0,104.0,116.0,,,,,110.0,
TUN,2020,113.0,,0.19999999999999996,0.014,,,,80.0,54.0,59.0,139.0,,
TUN,2021,63.0,,0.5974025974025974,0.04,,,,,68.0,90.0,44.0,,
TUN,2022,50.0,,0.6620689655172414,,63.0,64.0,,,,,22.0,63.0,68.0
TUN,2023,55.0,,0.6493506493506493,,43.0,92.0,,,,,23.0,44.0,92.0
TUN,2024,80.0,,0.4733333333333334,,60.0,105.0,,,,,,49.0,101.0
TUN,2025,52.0,,0.6046511627906976,,53.0,67.0,61.0,,,,,43.0,
TUR,2020,29.0,,0.8,0.174,,,,50.0,17.0,10.0,93.0,,
TUR,2021,26.0,,0.8376623376623377,0.1,,,,,8.0,9.0,147.0,,
TUR,2022,12.0,,0.9241379310344827,,9.0,19.0,,,,,121.0,9.0,15.0
TUR,2023,12.0,,0.9285714285714286,,11.0,12.0,,,,,35.0,9.0,12.0
TUR,2024,11.0,,0.9333333333333333,,14.0,15.0,,,,,,11.0,11.0
TUR,2025,14.0,,0.8992248062015504,,13.0,22.0,12.0,,,,,11.0,
TZA,2020,60.0,,0.5785714285714285,0.081,,,,134.0,42.0,86.0,13.0,,
TZA,2021,19.0,,0.8831168831168831,0.13,,,,,45.0,60.0,4.0,,
TZA,2022,47.0,,0.6827586206896552,,81.0,61.0,,,,,9.0,81.0,42.0
TZA,2023,24.0,,0.8506493506493507,,57.0,27.0,,,,,6.0,62.0,27.0
TZA,2024,62.0,,0.5933333333333333,,81.0,69.0,,,,,,66.0,62.0
TZA,2025,73.0,,0.4418604651162791,,51.0,95.0,49.0,,,,,50.0,
UGA,2020,62.0,,0.5642857142857143,0.079,,,,139.0,48.0,57.0,14.0,,
UGA,2021,65.0,,0.5844155844155844,0.04,,,,,81.0,99.0,34.0,,
UGA,2022,100.0,,0.3172413793103448,,89.0,105.0,,,,,91.0,89.0,105.0
UGA,2023,45.0,,0.7142857142857143,,105.0,34.0,,,,,18.0,86.0,34.0
UGA,2024,34.0,,0.78,,64.0,12.0,,,,,,57.0,31.0
UGA,2025,37.0,,0.7209302325581395,,44.0,17.0,42.0,,,,,47.0,
UKR,2020,1.0,,1.0,1.0,,,,7.0,4.0,4.0,11.0,,
UKR,2021,4.0,,0.9805194805194806,0.29,,,,,5.0,6.0,40.0,,
UKR,2022,3.0,,0.9862068965517241,,6.0,10.0,,,,,39.0,6.0,14.0
UKR,2023,5.0,,0.974025974025974,,5.0,10.0,,,,,11.0,3.0,10.0
UKR,2024,6.0,,0.9666666666666667,,7.0,5.0,,,,,,5.0,6.0
UKR,2025,8.0,,0.9457364341085271,,6.0,8.0,6.0,,,,,4.0,
URY,2020,84.0,,0.40714285714285714,0.048,,,,70.0,113.0,104.0,64.0,,
URY,2021,105.0,,0.3246753246753247,0.02,,,,,116.0,117.0,42.0,,
URY,2022,83.0,,0.43448275862068964,,96.0,114.0,,,,,32.0,96.0,118.0
URY,2023,121.0,,0.22077922077922074,,110.0,123.0,,,,,117.0,107.0,123.0
URY,2024,121.0,,0.19999999999999996,,112.0,129.0,,,,,,113.0,131.0
URY,2025,106.0,,0.18604651162790697,,104.0,112.0,104.0,,,,,102.0,
USA,2020,6.0,,0.9642857142857143,0.627,,,,39.0,6.0,5.0,16.0,,
USA,2021,8.0,,0.9545454545454546,0.22,,,,,4.0,3.0,109.0,,
USA,2022,5.0,,0.9724137931034482,,3.0,3.0,,,,,111.0,3.0,2.0
USA,2023,4.0,,0.9805194805194806,,2.0,2.0,,,,,12.0,8.0,2.0
USA,2024,4.0,,0.98,,2.0,4.0,,,,,,12.0,4.0
USA,2025,2.0,,0.9922480620155039,,2.0,2.0,2.0,,,,,10.0,
UZB,2020,115.0,,0.18571428571428572,0.013,,,,136.0,83.0,85.0,127.0,,
UZB,2021,95.0,,0.38961038961038963,0.03,,,,,58.0,52.0,146.0,,
UZB,2022,87.0,,0.40689655172413797,,46.0,99.0,,,,,140.0,46.0,77.0
UZB,2023,25.0,,0.8441558441558441,,44.0,15.0,,,,,54.0,39.0,15.0
UZB,2024,33.0,,0.7866666666666666,,46.0,30.0,,,,,,40.0,26.0
UZB,2025,51.0,,0.6124031007751938,,68.0,41.0,67.0,,,,,55.0,
VEN,2020,3.0,,0.9857142857142858,0.799,,,,15.0,14.0,19.0,2.0,,
VEN,2021,7.0,,0.961038961038961,0.25,,,,,22.0,29.0,6.0,,
VEN,2023,40.0,,0.7467532467532467,,19.0,90.0,,,,,32.0,17.0,90.0
VEN,2024,13.0,,0.92,,17.0,11.0,,,,,,16.0,12.0
VEN,2025,18.0,,0.8682170542635659,,14.0,37.0,15.0,,,,,13.0,
VNM,2020,10.0,,0.9357142857142857,0.443,,,,44.0,2.0,2.0,81.0,,
VNM,2021,1.0,,1.0,1.0,,,,,2.0,4.0,3.0,,
VNM,2022,1.0,,1.0,,5.0,7.0,,,,,2.0,5.0,6.0
VNM,2023,3.0,,0.987012987012987,,4.0,3.0,,,,,2.0,4.0,3.0
VNM,2024,5.0,,0.9733333333333334,,3.0,6.0,,,,,,3.0,5.0
VNM,2025,4.0,,0.9767441860465116,,4.0,6.0,4.0,,,,,3.0,
YEM,2020,129.0,,0.08571428571428574,0.005,,,,142.0,106.0,109.0,137.0,,
YEM,2023,54.0,,0.6558441558441559,,32.0,99.0,,,,,26.0,49.0,99.0
YEM,2024,45.0,,0.7066666666666667,,57.0,43.0,,,,,,43.0,39.0
YEM,2025,16.0,,0.8837209302325582,,16.0,21.0,16.0,,,,,15.0,
ZAF,2020,7.0,,0.9571428571428572,0.526,,,,41.0,9.0,12.0,10.0,,
ZAF,2021,16.0,,0.9025974025974026,0.14,,,,,16.0,18.0,62.0,,
ZAF,2022,30.0,,0.8,,29.0,41.0,,,,,81.0,29.0,31.0
ZAF,2023,31.0,,0.8051948051948052,,21.0,45.0,,,,,25.0,22.0,45.0
ZAF,2024,30.0,,0.8066666666666666,,19.0,40.0,,,,,,28.0,35.0
ZAF,2025,28.0,,0.7906976744186046,,25.0,39.0,26.0,,,,,23.0,
ZMB,2020,80.0,,0.4357142857142857,0.051,,,,113.0,89.0,115.0,24.0,,
ZMB,2021,43.0,,0.7272727272727273,0.06,,,,,77.0,66.0,17.0,,
ZMB,2022,120.0,,0.17931034482758623,,119.0,118.0,,,,,75.0,119.0,111.0
ZMB,2023,120.0,,0.2272727272727273,,114.0,132.0,,,,,41.0,117.0,132.0
ZMB,2024,58.0,,0.62,,35.0,80.0,,,,,,54.0,78.0
ZMB,2025,94.0,,0.2790697674418605,,55.0,118.0,57.0,,,,,54.0,
ZWE,2020,,Among lowest,0.0,0.0,,,,133.0,91.0,116.0,,,
ZWE,2021,61.0,,0.6103896103896104,0.04,,,,,87.0,113.0,9.0,,
ZWE,2022,72.0,,0.5103448275862069,,69.0,117.0,,,,,47.0,69.0,119.0
ZWE,2023,103.0,,0.33766233766233766,,83.0,120.0,,,,,52.0,102.0,120.0
ZWE,2024,105.0,,0.30666666666666664,,61.0,118.0,,,,,,80.0,116.0
ZWE,2025,100.0,,0.2325581395348837,,83.0,114.0,80.0,,,,,86.0,
