asset,date,active_addresses,transfer_count
USDC,2020-01-01,1481,2280
USDC,2020-01-02,2302,3221
USDC,2020-01-03,2561,4142
USDC,2020-01-04,1824,2646
USDC,2020-01-05,1924,3119
USDC,2020-01-06,2761,4537
USDC,2020-01-07,2930,5316
USDC,2020-01-08,3327,6108
USDC,2020-01-09,2878,4980
USDC,2020-01-10,2896,4556
USDC,2020-01-11,2337,3832
USDC,2020-01-12,1819,2799
USDC,2020-01-13,2295,3921
USDC,2020-01-14,3939,7817
USDC,2020-01-15,3941,7436
USDC,2020-01-16,3397,6180
USDC,2020-01-17,3770,7460
USDC,2020-01-18,2503,4918
USDC,2020-01-19,2516,5264
USDC,2020-01-20,2371,3839
USDC,2020-01-21,2884,4554
USDC,2020-01-22,2799,4478
USDC,2020-01-23,2970,5489
USDC,2020-01-24,2741,4847
USDC,2020-01-25,1995,3350
USDC,2020-01-26,2053,3453
USDC,2020-01-27,3139,5748
USDC,2020-01-28,3273,5704
USDC,2020-01-29,3403,5710
USDC,2020-01-30,3922,6852
USDC,2020-01-31,3220,5545
USDC,2020-02-01,3829,5724
USDC,2020-02-02,2595,4552
USDC,2020-02-03,3127,5489
USDC,2020-02-04,3870,6609
USDC,2020-02-05,3995,7509
USDC,2020-02-06,4142,7453
USDC,2020-02-07,3824,7168
USDC,2020-02-08,3267,6396
USDC,2020-02-09,3156,6036
USDC,2020-02-10,3573,7125
USDC,2020-02-11,4219,7998
USDC,2020-02-12,6428,12008
USDC,2020-02-13,4375,8941
USDC,2020-02-14,4286,8600
USDC,2020-02-15,3570,7550
USDC,2020-02-16,3418,7532
USDC,2020-02-17,3629,7772
USDC,2020-02-18,4162,8022
USDC,2020-02-19,3981,7569
USDC,2020-02-20,4034,8480
USDC,2020-02-21,3608,6944
USDC,2020-02-22,2634,4896
USDC,2020-02-23,2525,4832
USDC,2020-02-24,3508,6481
USDC,2020-02-25,3930,9025
USDC,2020-02-26,5318,12484
USDC,2020-02-27,5199,10941
USDC,2020-02-28,4605,9785
USDC,2020-02-29,2803,5895
USDC,2020-03-01,3110,7079
USDC,2020-03-02,4488,9219
USDC,2020-03-03,4711,8855
USDC,2020-03-04,4027,7722
USDC,2020-03-05,4645,8433
USDC,2020-03-06,4589,8498
USDC,2020-03-07,3333,6867
USDC,2020-03-08,3879,9049
USDC,2020-03-09,5471,14046
USDC,2020-03-10,4283,8685
USDC,2020-03-11,3902,9402
USDC,2020-03-12,8334,24588
USDC,2020-03-13,10125,30110
USDC,2020-03-14,4695,13351
USDC,2020-03-15,4295,15724
USDC,2020-03-16,6932,22401
USDC,2020-03-17,7144,17892
USDC,2020-03-18,6119,14262
USDC,2020-03-19,7260,17912
USDC,2020-03-20,6615,17737
USDC,2020-03-21,4831,10309
USDC,2020-03-22,3798,9674
USDC,2020-03-23,5135,11980
USDC,2020-03-24,5428,12765
USDC,2020-03-25,4420,9375
USDC,2020-03-26,5182,9688
USDC,2020-03-27,5240,10692
USDC,2020-03-28,4415,10668
USDC,2020-03-29,3441,7820
USDC,2020-03-30,4703,10666
USDC,2020-03-31,4599,10282
USDC,2020-04-01,5112,10335
USDC,2020-04-02,6053,12955
USDC,2020-04-03,5386,10915
USDC,2020-04-04,3962,7646
USDC,2020-04-05,3662,7425
USDC,2020-04-06,6026,14094
USDC,2020-04-07,6886,14890
USDC,2020-04-08,5327,11074
USDC,2020-04-09,5317,9655
USDC,2020-04-10,6524,13227
USDC,2020-04-11,4080,7755
USDC,2020-04-12,4016,7800
USDC,2020-04-13,5147,10085
USDC,2020-04-14,4956,8581
USDC,2020-04-15,5314,9740
USDC,2020-04-16,6083,12863
USDC,2020-04-17,5896,10290
USDC,2020-04-18,4900,9901
USDC,2020-04-19,4415,9587
USDC,2020-04-20,5721,12025
USDC,2020-04-21,5756,10442
USDC,2020-04-22,5738,11366
USDC,2020-04-23,7026,14045
USDC,2020-04-24,6327,11190
USDC,2020-04-25,5458,9939
USDC,2020-04-26,4783,8871
USDC,2020-04-27,5709,10569
USDC,2020-04-28,5925,10288
USDC,2020-04-29,7885,15015
USDC,2020-04-30,7476,14008
USDC,2020-05-01,7233,13184
USDC,2020-05-02,5450,9398
USDC,2020-05-03,5171,9955
USDC,2020-05-04,6541,12799
USDC,2020-05-05,6080,10300
USDC,2020-05-06,6764,11559
USDC,2020-05-07,7320,12757
USDC,2020-05-08,7726,13275
USDC,2020-05-09,5688,10191
USDC,2020-05-10,7714,14970
USDC,2020-05-11,7493,13520
USDC,2020-05-12,6962,11684
USDC,2020-05-13,6934,11992
USDC,2020-05-14,8508,13898
USDC,2020-05-15,7214,12152
USDC,2020-05-16,4537,7171
USDC,2020-05-17,4369,7475
USDC,2020-05-18,6677,11720
USDC,2020-05-19,5454,9402
USDC,2020-05-20,5756,9474
USDC,2020-05-21,7176,12741
USDC,2020-05-22,6746,10783
USDC,2020-05-23,4545,7574
USDC,2020-05-24,5095,9722
USDC,2020-05-25,5164,7904
USDC,2020-05-26,5277,8766
USDC,2020-05-27,6234,10304
USDC,2020-05-28,5778,8890
USDC,2020-05-29,7335,11236
USDC,2020-05-30,6278,10906
USDC,2020-05-31,4776,7565
USDC,2020-06-01,6774,10489
USDC,2020-06-02,9778,16724
USDC,2020-06-03,7189,10499
USDC,2020-06-04,6424,9785
USDC,2020-06-05,7157,12690
USDC,2020-06-06,4455,7009
USDC,2020-06-07,4403,7018
USDC,2020-06-08,6280,10990
USDC,2020-06-09,6003,9912
USDC,2020-06-10,6214,10239
USDC,2020-06-11,8491,15836
USDC,2020-06-12,6876,11457
USDC,2020-06-13,4608,7543
USDC,2020-06-14,5373,10960
USDC,2020-06-15,6767,12754
USDC,2020-06-16,6719,13433
USDC,2020-06-17,7300,15928
USDC,2020-06-18,6914,13865
USDC,2020-06-19,7961,18469
USDC,2020-06-20,8304,20222
USDC,2020-06-21,5768,15034
USDC,2020-06-22,8801,18464
USDC,2020-06-23,9767,19404
USDC,2020-06-24,8275,17243
USDC,2020-06-25,7651,15169
USDC,2020-06-26,9159,20255
USDC,2020-06-27,10565,19084
USDC,2020-06-28,6182,12941
USDC,2020-06-29,7543,15412
USDC,2020-06-30,8495,14143
USDC,2020-07-01,8266,15694
USDC,2020-07-02,9537,21339
USDC,2020-07-03,8489,18371
USDC,2020-07-04,7417,16496
USDC,2020-07-05,5587,11983
USDC,2020-07-06,7741,15486
USDC,2020-07-07,8580,16538
USDC,2020-07-08,11571,22350
USDC,2020-07-09,12532,20538
USDC,2020-07-10,9322,18958
USDC,2020-07-11,6588,12520
USDC,2020-07-12,5955,12692
USDC,2020-07-13,8156,16440
USDC,2020-07-14,8752,18044
USDC,2020-07-15,8737,16597
USDC,2020-07-16,8719,16509
USDC,2020-07-17,9041,19426
USDC,2020-07-18,7121,20078
USDC,2020-07-19,7132,22404
USDC,2020-07-20,9418,24036
USDC,2020-07-21,9326,19536
USDC,2020-07-22,8321,18767
USDC,2020-07-23,10305,24669
USDC,2020-07-24,9562,22646
USDC,2020-07-25,9125,21933
USDC,2020-07-26,9488,23268
USDC,2020-07-27,13637,28200
USDC,2020-07-28,10699,22513
USDC,2020-07-29,9941,23632
USDC,2020-07-30,9627,21833
USDC,2020-07-31,10256,21088
USDC,2020-08-01,10069,22343
USDC,2020-08-02,9325,21829
USDC,2020-08-03,12242,27313
USDC,2020-08-04,10612,21753
USDC,2020-08-05,10904,23331
USDC,2020-08-06,10115,19313
USDC,2020-08-07,10724,23026
USDC,2020-08-08,9374,20341
USDC,2020-08-09,8190,18072
USDC,2020-08-10,10695,24412
USDC,2020-08-11,12777,26624
USDC,2020-08-12,12267,27879
USDC,2020-08-13,12200,25977
USDC,2020-08-14,13535,29260
USDC,2020-08-15,10807,21451
USDC,2020-08-16,9847,20031
USDC,2020-08-17,12289,24568
USDC,2020-08-18,12483,26900
USDC,2020-08-19,12578,27899
USDC,2020-08-20,10926,23270
USDC,2020-08-21,40866,51950
USDC,2020-08-22,10083,20558
USDC,2020-08-23,7887,17371
USDC,2020-08-24,9053,20196
USDC,2020-08-25,11178,22414
USDC,2020-08-26,10711,23611
USDC,2020-08-27,10372,22930
USDC,2020-08-28,10194,23529
USDC,2020-08-29,8582,19760
USDC,2020-08-30,8203,19771
USDC,2020-08-31,9911,20794
USDC,2020-09-01,12621,27124
USDC,2020-09-02,12265,30174
USDC,2020-09-03,14475,31846
USDC,2020-09-04,17141,34786
USDC,2020-09-05,14449,37934
USDC,2020-09-06,12602,30341
USDC,2020-09-07,9791,25330
USDC,2020-09-08,11443,30612
USDC,2020-09-09,12669,35724
USDC,2020-09-10,13592,37077
USDC,2020-09-11,13955,38166
USDC,2020-09-12,11543,33465
USDC,2020-09-13,10157,31846
USDC,2020-09-14,11454,33861
USDC,2020-09-15,12649,37075
USDC,2020-09-16,13829,35161
USDC,2020-09-17,14083,28770
USDC,2020-09-18,15117,31844
USDC,2020-09-19,12642,35100
USDC,2020-09-20,11229,34943
USDC,2020-09-21,13932,34253
USDC,2020-09-22,12796,29558
USDC,2020-09-23,15353,35794
USDC,2020-09-24,12972,33277
USDC,2020-09-25,12154,30236
USDC,2020-09-26,10591,26878
USDC,2020-09-27,8779,22226
USDC,2020-09-28,11674,25471
USDC,2020-09-29,11904,31608
USDC,2020-09-30,12613,31594
USDC,2020-10-01,14788,36689
USDC,2020-10-02,15492,38792
USDC,2020-10-03,10309,25561
USDC,2020-10-04,9445,25940
USDC,2020-10-05,12562,31158
USDC,2020-10-06,12453,33698
USDC,2020-10-07,11934,29735
USDC,2020-10-08,11581,28424
USDC,2020-10-09,12489,28664
USDC,2020-10-10,9678,22925
USDC,2020-10-11,8798,22477
USDC,2020-10-12,10518,25690
USDC,2020-10-13,14821,28545
USDC,2020-10-14,11842,26074
USDC,2020-10-15,40112,60088
USDC,2020-10-16,31208,50820
USDC,2020-10-17,23587,40859
USDC,2020-10-18,10839,23808
USDC,2020-10-19,13728,30032
USDC,2020-10-20,19935,39980
USDC,2020-10-21,30218,52953
USDC,2020-10-22,29933,52704
USDC,2020-10-23,25148,45488
USDC,2020-10-24,21506,37938
USDC,2020-10-25,19409,34931
USDC,2020-10-26,23945,51939
USDC,2020-10-27,23449,43392
USDC,2020-10-28,24174,45550
USDC,2020-10-29,27487,50761
USDC,2020-10-30,26510,50268
USDC,2020-10-31,29232,49849
USDC,2020-11-01,26831,45093
USDC,2020-11-02,29401,51364
USDC,2020-11-03,33311,57298
USDC,2020-11-04,29939,52444
USDC,2020-11-05,28681,50792
USDC,2020-11-06,30096,52613
USDC,2020-11-07,28469,54156
USDC,2020-11-08,30854,51768
USDC,2020-11-09,37208,59845
USDC,2020-11-10,26680,46718
USDC,2020-11-11,26538,44380
USDC,2020-11-12,28404,45846
USDC,2020-11-13,26863,45744
USDC,2020-11-14,26901,46196
USDC,2020-11-15,22794,41556
USDC,2020-11-16,26462,46541
USDC,2020-11-17,32584,57480
USDC,2020-11-18,31338,54873
USDC,2020-11-19,29659,51281
USDC,2020-11-20,35899,60084
USDC,2020-11-21,38818,64553
USDC,2020-11-22,35395,62360
USDC,2020-11-23,38426,58832
USDC,2020-11-24,43212,64245
USDC,2020-11-25,38425,63894
USDC,2020-11-26,33700,60936
USDC,2020-11-27,25064,40886
USDC,2020-11-28,35276,51397
USDC,2020-11-29,27743,44340
USDC,2020-11-30,36088,63100
USDC,2020-12-01,34008,53913
USDC,2020-12-02,16448,33806
USDC,2020-12-03,16274,35655
USDC,2020-12-04,16963,35653
USDC,2020-12-05,14924,30578
USDC,2020-12-06,13755,28958
USDC,2020-12-07,14090,32440
USDC,2020-12-08,16629,37101
USDC,2020-12-09,16408,36100
USDC,2020-12-10,16730,33005
USDC,2020-12-11,25487,44774
USDC,2020-12-12,45965,71095
USDC,2020-12-13,46946,70717
USDC,2020-12-14,39301,59975
USDC,2020-12-15,41734,62178
USDC,2020-12-16,34055,56107
USDC,2020-12-17,37704,66768
USDC,2020-12-18,19322,43606
USDC,2020-12-19,19052,43270
USDC,2020-12-20,18149,42845
USDC,2020-12-21,17494,45032
USDC,2020-12-22,17741,53484
USDC,2020-12-23,19431,48640
USDC,2020-12-24,18733,44332
USDC,2020-12-25,17396,46186
USDC,2020-12-26,19079,48632
USDC,2020-12-27,19372,50054
USDC,2020-12-28,19812,46144
USDC,2020-12-29,21136,51375
USDC,2020-12-30,21400,48332
USDC,2020-12-31,22432,48611
USDC,2021-01-01,22634,49531
USDC,2021-01-02,23527,54162
USDC,2021-01-03,23570,50282
USDC,2021-01-04,24427,51546
USDC,2021-01-05,25168,50742
USDC,2021-01-06,27594,52809
USDC,2021-01-07,27131,51165
USDC,2021-01-08,27241,52911
USDC,2021-01-09,29926,51819
USDC,2021-01-10,26965,52689
USDC,2021-01-11,24928,58444
USDC,2021-01-12,23037,50326
USDC,2021-01-13,22189,47993
USDC,2021-01-14,24237,53815
USDC,2021-01-15,24357,52212
USDC,2021-01-16,22154,48739
USDC,2021-01-17,22435,49615
USDC,2021-01-18,22401,47886
USDC,2021-01-19,23505,50173
USDC,2021-01-20,23861,50941
USDC,2021-01-21,23002,50365
USDC,2021-01-22,24534,54456
USDC,2021-01-23,19860,43149
USDC,2021-01-24,18610,41093
USDC,2021-01-25,22312,48669
USDC,2021-01-26,26980,54721
USDC,2021-01-27,24078,51974
USDC,2021-01-28,26515,53382
USDC,2021-01-29,33182,60703
USDC,2021-01-30,25328,45907
USDC,2021-01-31,23636,44208
USDC,2021-02-01,26227,47369
USDC,2021-02-02,26523,48819
USDC,2021-02-03,27719,52272
USDC,2021-02-04,30432,55290
USDC,2021-02-05,29462,52226
USDC,2021-02-06,32028,55647
USDC,2021-02-07,26463,49013
USDC,2021-02-08,26666,47802
USDC,2021-02-09,28916,50297
USDC,2021-02-10,32161,54462
USDC,2021-02-11,31224,53948
USDC,2021-02-12,33650,58405
USDC,2021-02-13,33435,59084
USDC,2021-02-14,26933,49095
USDC,2021-02-15,26086,46865
USDC,2021-02-16,35367,55204
USDC,2021-02-17,28922,52103
USDC,2021-02-18,29661,52893
USDC,2021-02-19,32858,56144
USDC,2021-02-20,34378,59493
USDC,2021-02-21,28935,51502
USDC,2021-02-22,31252,57807
USDC,2021-02-23,35139,66369
USDC,2021-02-24,35307,64595
USDC,2021-02-25,28926,56277
USDC,2021-02-26,33931,64602
USDC,2021-02-27,29578,56084
USDC,2021-02-28,28446,57255
USDC,2021-03-01,29518,53530
USDC,2021-03-02,28021,50692
USDC,2021-03-03,29001,54962
USDC,2021-03-04,27755,53405
USDC,2021-03-05,29233,58019
USDC,2021-03-06,23916,43923
USDC,2021-03-07,23026,44009
USDC,2021-03-08,25729,45955
USDC,2021-03-09,30091,53473
USDC,2021-03-10,28186,49709
USDC,2021-03-11,28400,51083
USDC,2021-03-12,31374,55186
USDC,2021-03-13,27203,48137
USDC,2021-03-14,23132,40595
USDC,2021-03-15,26547,48503
USDC,2021-03-16,31864,55102
USDC,2021-03-17,29203,49891
USDC,2021-03-18,28994,314364
USDC,2021-03-19,30065,317028
USDC,2021-03-20,27448,278804
USDC,2021-03-21,30371,271565
USDC,2021-03-22,40871,325208
USDC,2021-03-23,34760,338128
USDC,2021-03-24,36179,332430
USDC,2021-03-25,40993,362423
USDC,2021-03-26,30937,283789
USDC,2021-03-27,27815,265548
USDC,2021-03-28,23405,275329
USDC,2021-03-29,31993,294454
USDC,2021-03-30,31261,297322
USDC,2021-03-31,31510,313202
USDC,2021-04-01,33142,278134
USDC,2021-04-02,41043,270227
USDC,2021-04-03,29320,271543
USDC,2021-04-04,24293,279371
USDC,2021-04-05,28513,275411
USDC,2021-04-06,35927,332270
USDC,2021-04-07,32695,396690
USDC,2021-04-08,34660,321770
USDC,2021-04-09,32691,315258
USDC,2021-04-10,34456,333386
USDC,2021-04-11,34597,329191
USDC,2021-04-12,45030,352152
USDC,2021-04-13,51535,363661
USDC,2021-04-14,44902,386016
USDC,2021-04-15,34094,328851
USDC,2021-04-16,54509,381858
USDC,2021-04-17,40098,361880
USDC,2021-04-18,42563,461413
USDC,2021-04-19,39644,406495
USDC,2021-04-20,48258,413501
USDC,2021-04-21,48537,408870
USDC,2021-04-22,47510,477289
USDC,2021-04-23,53096,500188
USDC,2021-04-24,36257,503726
USDC,2021-04-25,36524,520577
USDC,2021-04-26,42985,575511
USDC,2021-04-27,41373,539566
USDC,2021-04-28,40906,566934
USDC,2021-04-29,46436,822589
USDC,2021-04-30,37911,785086
USDC,2021-05-01,32758,524535
USDC,2021-05-02,33264,454319
USDC,2021-05-03,38502,456857
USDC,2021-05-04,40746,477677
USDC,2021-05-05,38051,453465
USDC,2021-05-06,37434,448655
USDC,2021-05-07,40868,447566
USDC,2021-05-08,29127,430407
USDC,2021-05-09,39628,427949
USDC,2021-05-10,34599,498012
USDC,2021-05-11,29320,501095
USDC,2021-05-12,30547,546381
USDC,2021-05-13,46658,610467
USDC,2021-05-14,34658,546054
USDC,2021-05-15,31154,563968
USDC,2021-05-16,29643,588663
USDC,2021-05-17,35558,626623
USDC,2021-05-18,31414,609189
USDC,2021-05-19,49484,888882
USDC,2021-05-20,39214,666999
USDC,2021-05-21,37276,800911
USDC,2021-05-22,35614,489003
USDC,2021-05-23,36136,570472
USDC,2021-05-24,37495,512101
USDC,2021-05-25,32954,541179
USDC,2021-05-26,37461,505345
USDC,2021-05-27,34150,458509
USDC,2021-05-28,33783,487753
USDC,2021-05-29,30931,442109
USDC,2021-05-30,26657,408239
USDC,2021-05-31,28331,456124
USDC,2021-06-01,30466,443044
USDC,2021-06-02,34494,402022
USDC,2021-06-03,33740,413572
USDC,2021-06-04,34575,432813
USDC,2021-06-05,23609,400641
USDC,2021-06-06,22262,348140
USDC,2021-06-07,31312,413702
USDC,2021-06-08,34691,484798
USDC,2021-06-09,28793,434130
USDC,2021-06-10,30687,402872
USDC,2021-06-11,31501,393451
USDC,2021-06-12,25068,388094
USDC,2021-06-13,24285,348935
USDC,2021-06-14,37720,385989
USDC,2021-06-15,33859,378434
USDC,2021-06-16,33509,409440
USDC,2021-06-17,35318,384197
USDC,2021-06-18,34313,376212
USDC,2021-06-19,26432,344451
USDC,2021-06-20,26663,366689
USDC,2021-06-21,34309,478703
USDC,2021-06-22,38749,557932
USDC,2021-06-23,32365,440927
USDC,2021-06-24,30818,362307
USDC,2021-06-25,29077,423133
USDC,2021-06-26,27121,437054
USDC,2021-06-27,23612,431439
USDC,2021-06-28,28956,397550
USDC,2021-06-29,37184,417307
USDC,2021-06-30,28956,411418
USDC,2021-07-01,26497,364104
USDC,2021-07-02,27982,350424
USDC,2021-07-03,24877,302930
USDC,2021-07-04,51762,313551
USDC,2021-07-05,52942,364552
USDC,2021-07-06,70615,383728
USDC,2021-07-07,58106,352039
USDC,2021-07-08,63208,381703
USDC,2021-07-09,60669,345346
USDC,2021-07-10,49037,314510
USDC,2021-07-11,30087,287015
USDC,2021-07-12,60941,320605
USDC,2021-07-13,58766,353488
USDC,2021-07-14,35012,347756
USDC,2021-07-15,27765,340721
USDC,2021-07-16,28190,323351
USDC,2021-07-17,23325,298199
USDC,2021-07-18,19961,284322
USDC,2021-07-19,28727,326456
USDC,2021-07-20,33147,344915
USDC,2021-07-21,30971,346003
USDC,2021-07-22,27488,312503
USDC,2021-07-23,26574,298683
USDC,2021-07-24,24995,292631
USDC,2021-07-25,21412,288571
USDC,2021-07-26,34408,395444
USDC,2021-07-27,33062,345973
USDC,2021-07-28,30589,349456
USDC,2021-07-29,28930,327889
USDC,2021-07-30,30074,361090
USDC,2021-07-31,29494,332919
USDC,2021-08-01,24897,337757
USDC,2021-08-02,30979,359347
USDC,2021-08-03,29993,361594
USDC,2021-08-04,33793,329315
USDC,2021-08-05,26639,324964
USDC,2021-08-06,30438,340574
USDC,2021-08-07,27983,369932
USDC,2021-08-08,27093,335293
USDC,2021-08-09,29784,343423
USDC,2021-08-10,29333,391113
USDC,2021-08-11,31825,404325
USDC,2021-08-12,34480,412761
USDC,2021-08-13,29912,383123
USDC,2021-08-14,26215,330713
USDC,2021-08-15,24394,341496
USDC,2021-08-16,31489,522320
USDC,2021-08-17,30794,584035
USDC,2021-08-18,31306,588920
USDC,2021-08-19,36591,501089
USDC,2021-08-20,32866,445136
USDC,2021-08-21,27218,398765
USDC,2021-08-22,27425,385563
USDC,2021-08-23,30419,395156
USDC,2021-08-24,30329,442475
USDC,2021-08-25,27403,409758
USDC,2021-08-26,26748,428368
USDC,2021-08-27,25359,374403
USDC,2021-08-28,24119,410952
USDC,2021-08-29,22679,386569
USDC,2021-08-30,30822,491642
USDC,2021-08-31,31632,533975
USDC,2021-09-01,32729,532546
USDC,2021-09-02,36425,524842
USDC,2021-09-03,30854,532235
USDC,2021-09-04,25979,497632
USDC,2021-09-05,24114,509165
USDC,2021-09-06,30530,631210
USDC,2021-09-07,38160,1016247
USDC,2021-09-08,37766,811576
USDC,2021-09-09,37553,892777
USDC,2021-09-10,41138,855452
USDC,2021-09-11,34110,744890
USDC,2021-09-12,29550,672134
USDC,2021-09-13,34321,768076
USDC,2021-09-14,33885,369727
USDC,2021-09-15,33014,540400
USDC,2021-09-16,32356,683667
USDC,2021-09-17,30952,651605
USDC,2021-09-18,26993,570102
USDC,2021-09-19,24222,551393
USDC,2021-09-20,36805,777124
USDC,2021-09-21,33678,750043
USDC,2021-09-22,32728,691476
USDC,2021-09-23,27166,618220
USDC,2021-09-24,27866,656351
USDC,2021-09-25,23267,583526
USDC,2021-09-26,20764,645059
USDC,2021-09-27,26245,614043
USDC,2021-09-28,29189,609356
USDC,2021-09-29,30891,559623
USDC,2021-09-30,28387,580646
USDC,2021-10-01,36355,661800
USDC,2021-10-02,29540,601188
USDC,2021-10-03,24752,594321
USDC,2021-10-04,30467,620369
USDC,2021-10-05,32998,586327
USDC,2021-10-06,31532,653467
USDC,2021-10-07,31114,627703
USDC,2021-10-08,29873,604377
USDC,2021-10-09,29346,582973
USDC,2021-10-10,31499,560288
USDC,2021-10-11,29938,654012
USDC,2021-10-12,31799,705583
USDC,2021-10-13,31739,624300
USDC,2021-10-14,32021,659654
USDC,2021-10-15,34489,788047
USDC,2021-10-16,29286,678969
USDC,2021-10-17,29684,688316
USDC,2021-10-18,36173,702092
USDC,2021-10-19,33991,691301
USDC,2021-10-20,36133,730401
USDC,2021-10-21,33273,878247
USDC,2021-10-22,30961,845833
USDC,2021-10-23,26388,551625
USDC,2021-10-24,25823,470567
USDC,2021-10-25,32040,706656
USDC,2021-10-26,31601,813870
USDC,2021-10-27,63082,890928
USDC,2021-10-28,35344,1051804
USDC,2021-10-29,37857,1018715
USDC,2021-10-30,31272,806105
USDC,2021-10-31,28281,801517
USDC,2021-11-01,35857,901592
USDC,2021-11-02,39141,867799
USDC,2021-11-03,37122,1014457
USDC,2021-11-04,36568,950536
USDC,2021-11-05,34219,897585
USDC,2021-11-06,36569,1000175
USDC,2021-11-07,31861,1010674
USDC,2021-11-08,34901,1100521
USDC,2021-11-09,35034,983799
USDC,2021-11-10,35055,1027450
USDC,2021-11-11,32278,910958
USDC,2021-11-12,31661,912642
USDC,2021-11-13,27243,788401
USDC,2021-11-14,27826,761902
USDC,2021-11-15,38452,858228
USDC,2021-11-16,44540,1003147
USDC,2021-11-17,33783,1090510
USDC,2021-11-18,34203,994156
USDC,2021-11-19,32087,926358
USDC,2021-11-20,28502,813584
USDC,2021-11-21,28512,838737
USDC,2021-11-22,29984,961345
USDC,2021-11-23,31801,815698
USDC,2021-11-24,32697,931561
USDC,2021-11-25,30006,895085
USDC,2021-11-26,39951,926538
USDC,2021-11-27,28234,763961
USDC,2021-11-28,25712,805305
USDC,2021-11-29,32679,782469
USDC,2021-11-30,40732,908220
USDC,2021-12-01,38856,942383
USDC,2021-12-02,36607,904905
USDC,2021-12-03,35812,880898
USDC,2021-12-04,42674,916094
USDC,2021-12-05,30385,895990
USDC,2021-12-06,43648,1074835
USDC,2021-12-07,37219,883423
USDC,2021-12-08,36952,851773
USDC,2021-12-09,36588,802072
USDC,2021-12-10,34644,852740
USDC,2021-12-11,27475,731893
USDC,2021-12-12,24285,596513
USDC,2021-12-13,32495,590250
USDC,2021-12-14,41039,836101
USDC,2021-12-15,32393,897547
USDC,2021-12-16,32487,812248
USDC,2021-12-17,41369,844895
USDC,2021-12-18,30588,744650
USDC,2021-12-19,28865,716900
USDC,2021-12-20,34355,741727
USDC,2021-12-21,40927,762982
USDC,2021-12-22,35833,783711
USDC,2021-12-23,32083,826438
USDC,2021-12-24,33865,848629
USDC,2021-12-25,24379,686921
USDC,2021-12-26,26292,749025
USDC,2021-12-27,31652,755524
USDC,2021-12-28,30591,820280
USDC,2021-12-29,32445,718600
USDC,2021-12-30,35500,712160
USDC,2021-12-31,32357,704600
USDC,2022-01-01,24291,577572
USDC,2022-01-02,22299,581085
USDC,2022-01-03,30720,595517
USDC,2022-01-04,31697,766185
USDC,2022-01-05,34370,725144
USDC,2022-01-06,33535,848831
USDC,2022-01-07,32988,617780
USDC,2022-01-08,28681,698065
USDC,2022-01-09,23142,695614
USDC,2022-01-10,27710,721081
USDC,2022-01-11,28558,711172
USDC,2022-01-12,28705,746315
USDC,2022-01-13,27376,778591
USDC,2022-01-14,28842,770943
USDC,2022-01-15,24797,640191
USDC,2022-01-16,21617,713598
USDC,2022-01-17,27112,704443
USDC,2022-01-18,30001,717405
USDC,2022-01-19,38599,717347
USDC,2022-01-20,114338,645111
USDC,2022-01-21,37016,657106
USDC,2022-01-22,60746,720025
USDC,2022-01-23,263953,972937
USDC,2022-01-24,500167,1238630
USDC,2022-01-25,419015,1081232
USDC,2022-01-26,258431,1045989
USDC,2022-01-27,233561,1018936
USDC,2022-01-28,238553,924996
USDC,2022-01-29,213073,769891
USDC,2022-01-30,203638,673981
USDC,2022-01-31,236020,752838
USDC,2022-02-01,222736,792114
USDC,2022-02-02,229865,797962
USDC,2022-02-03,206030,738559
USDC,2022-02-04,205490,821367
USDC,2022-02-05,189373,721843
USDC,2022-02-06,175131,681366
USDC,2022-02-07,230933,861234
USDC,2022-02-08,212864,854443
USDC,2022-02-09,221158,785089
USDC,2022-02-10,237094,838157
USDC,2022-02-11,252646,845130
USDC,2022-02-12,243178,788889
USDC,2022-02-13,244326,723134
USDC,2022-02-14,254040,780408
USDC,2022-02-15,272779,752456
USDC,2022-02-16,256535,796512
USDC,2022-02-17,215610,780161
USDC,2022-02-18,212807,771850
USDC,2022-02-19,194975,662442
USDC,2022-02-20,209731,719342
USDC,2022-02-21,242880,903458
USDC,2022-02-22,275549,930165
USDC,2022-02-23,290053,889645
USDC,2022-02-24,296091,1047576
USDC,2022-02-25,242358,897080
USDC,2022-02-26,199047,771180
USDC,2022-02-27,193950,811093
USDC,2022-02-28,227409,862860
USDC,2022-03-01,236954,847609
USDC,2022-03-02,233063,872894
USDC,2022-03-03,220305,686574
USDC,2022-03-04,218628,688062
USDC,2022-03-05,200926,554935
USDC,2022-03-06,194818,603743
USDC,2022-03-07,216134,793906
USDC,2022-03-08,206703,781919
USDC,2022-03-09,367019,868842
USDC,2022-03-10,322876,732527
USDC,2022-03-11,228897,734013
USDC,2022-03-12,195291,649008
USDC,2022-03-13,207832,668304
USDC,2022-03-14,232678,729634
USDC,2022-03-15,372132,785585
USDC,2022-03-16,308186,841174
USDC,2022-03-17,262776,770273
USDC,2022-03-18,257574,831113
USDC,2022-03-19,239744,708741
USDC,2022-03-20,236089,686476
USDC,2022-03-21,260883,727256
USDC,2022-03-22,288168,710530
USDC,2022-03-23,301605,770474
USDC,2022-03-24,315169,790839
USDC,2022-03-25,323471,711107
USDC,2022-03-26,273850,570980
USDC,2022-03-27,290662,635020
USDC,2022-03-28,374652,808413
USDC,2022-03-29,376027,859974
USDC,2022-03-30,416855,912475
USDC,2022-03-31,421993,856436
