country_iso3,country_name,year,adoption_percentile,rank,rank_note,overall_score,centralized_service_value_received_rank,defi_value_received_rank,institutional_centralized_service_value_received_rank,number_of_onchain_deposits_rank,onchain_retail_value_received_rank,onchain_value_received_rank,p2p_exchange_trade_volume_rank,retail_centralized_service_value_received_rank,retail_defi_value_received_rank,gdp_per_capita_usd,inflation_cpi_annual_pct,financial_account_baseline,baseline_year,remittances_received_pct_gdp,post_2022,is_forward_filled
LBY,Libya,2021,0.3051948051948052,108.0,,0.02,,,,,118.0,112.0,59.0,,,4935.82787349801,2.86833027751019,33.1190908215163,2024.0,,0,False
LBY,Libya,2022,0.1034482758620689,131.0,,,125.0,125.0,,,,,137.0,125.0,122.0,5986.63694851258,4.51030149235703,33.1190908215163,2024.0,,0,False
LBY,Libya,2023,0.2337662337662337,119.0,,,125.0,114.0,,,,,108.0,124.0,114.0,6026.51518708812,2.37317531435169,33.1190908215163,2024.0,,1,False
LBY,Libya,2024,0.3399999999999999,100.0,,,111.0,92.0,,,,,,105.0,86.0,6569.16408678648,2.12615766885025,33.1190908215163,2024.0,,1,False
LBY,Libya,2025,0.0155038759689922,128.0,,,130.0,125.0,129.0,,,,,129.0,,6569.16408678648,2.12615766885025,33.1190908215163,2024.0,,1,True
LCA,St. Lucia,2022,0.1586206896551724,123.0,,,129.0,135.0,,,,,35.0,129.0,134.0,13103.8243147472,6.37814695133351,,,2.64606338325431,0,False
LKA,Sri Lanka,2020,0.4499999999999999,78.0,,0.053,,,,97.0,77.0,75.0,70.0,,,3847.60137695639,6.15394508391738,81.6921293527248,2024.0,8.46666948979071,0,False
LKA,Sri Lanka,2021,0.6623376623376623,53.0,,0.05,,,,,80.0,74.0,32.0,,,3996.96240014909,7.01478071238195,81.6921293527248,2024.0,6.23540007343764,0,False
LKA,Sri Lanka,2022,0.6068965517241379,58.0,,,59.0,54.0,,,,,48.0,59.0,63.0,3342.63650253855,49.7211021114327,81.6921293527248,2024.0,5.1513598897261,0,False
LKA,Sri Lanka,2023,0.6818181818181819,50.0,,,48.0,54.0,,,,,66.0,41.0,54.0,3798.89016573011,16.5411742279832,81.6921293527248,2024.0,7.19406597922512,1,False
LKA,Sri Lanka,2024,0.5266666666666666,72.0,,,53.0,102.0,,,,,,44.0,90.0,4515.56787322732,-0.42936004906973,81.6921293527248,2024.0,6.79203842044984,1,False
LKA,Sri Lanka,2025,0.6356589147286822,48.0,,,41.0,78.0,41.0,,,,,44.0,,4515.56787322732,-0.42936004906973,81.6921293527248,2024.0,6.79203842044984,1,True
LTU,Lithuania,2020,0.7571428571428571,35.0,,0.144,,,,9.0,78.0,64.0,25.0,,,20428.6478157394,1.19989444983569,98.9947155941499,2024.0,1.37702741376978,0,False
LTU,Lithuania,2021,0.409090909090909,92.0,,0.03,,,,,89.0,101.0,67.0,,,23870.4594851722,4.68354420903453,98.9947155941499,2024.0,1.16066302778464,0,False
LTU,Lithuania,2022,0.303448275862069,102.0,,,93.0,92.0,,,,,86.0,93.0,90.0,25085.784063499,19.7050461518394,98.9947155941499,2024.0,1.03605141610571,0,False
LTU,Lithuania,2023,0.435064935064935,88.0,,,88.0,66.0,,,,,121.0,94.0,66.0,27786.0057829276,9.11731962390475,98.9947155941499,2024.0,1.22409792475394,1,False
LTU,Lithuania,2024,0.4599999999999999,82.0,,,92.0,70.0,,,,,,100.0,72.0,29384.0189598663,0.715735835228723,98.9947155941499,2024.0,1.23863135593181,1,False
LTU,Lithuania,2025,0.3333333333333333,87.0,,,94.0,84.0,92.0,,,,,95.0,,29384.0189598663,0.715735835228723,98.9947155941499,2024.0,1.23863135593181,1,True
LUX,Luxembourg,2020,0.3,99.0,,0.025,,,,13.0,139.0,139.0,58.0,,,116860.02817236,0.819957302127036,,,3.16202010200796,0,False
LUX,Luxembourg,2021,0.0844155844155843,142.0,,0.0,,,,,137.0,137.0,140.0,,,134965.815442152,2.52692009066166,,,2.83766550948833,0,False
LUX,Luxembourg,2022,0.0689655172413793,136.0,,,138.0,119.0,,,,,78.0,138.0,123.0,123719.658915996,6.33600807777919,,,2.77413838196924,0,False
LUX,Luxembourg,2023,0.1753246753246753,128.0,,,143.0,115.0,,,,,107.0,145.0,115.0,133230.619178899,3.74140361983136,,,2.83927238374381,1,False
LUX,Luxembourg,2024,0.1933333333333333,122.0,,,129.0,108.0,,,,,,139.0,114.0,137781.681659123,2.05113269954859,,,2.6796497771042,1,False
LUX,Luxembourg,2025,0.1085271317829457,116.0,,,117.0,100.0,111.0,,,,,118.0,,137781.681659123,2.05113269954859,,,2.6796497771042,1,True
LVA,Latvia,2020,0.85,22.0,,0.204,,,,1.0,61.0,56.0,22.0,,,17564.2321549354,0.219064904842156,94.9733099977296,2024.0,3.26049152549512,0,False
LVA,Latvia,2021,0.525974025974026,74.0,,0.04,,,,,82.0,92.0,56.0,,,20261.8887788916,3.27582937431156,94.9733099977296,2024.0,3.45020908059925,0,False
LVA,Latvia,2022,0.3724137931034482,92.0,,,98.0,96.0,,,,,55.0,98.0,92.0,20221.103686109,17.3102830198815,94.9733099977296,2024.0,3.40541390123867,0,False
LVA,Latvia,2023,0.3571428571428571,100.0,,,78.0,64.0,,,,,148.0,91.0,64.0,22710.2637544197,8.93804623316637,94.9733099977296,2024.0,2.88631577171599,1,False
LVA,Latvia,2024,0.48,79.0,,,103.0,44.0,,,,,,106.0,75.0,23409.0845154775,1.26579885828729,94.9733099977296,2024.0,3.06291232632615,1,False
LVA,Latvia,2025,0.3798449612403101,81.0,,,95.0,71.0,94.0,,,,,93.0,,23409.0845154775,1.26579885828729,94.9733099977296,2024.0,3.06291232632615,1,True
MAR,Morocco,2020,0.7071428571428571,42.0,,0.127,,,,108.0,35.0,35.0,39.0,,,3268.0302734375,0.705968661338261,44.3863291468524,2024.0,6.10953091862088,0,False
MAR,Morocco,2021,0.8506493506493507,24.0,,0.1,,,,,35.0,34.0,35.0,,,3785.93627929688,1.40195883962006,44.3863291468524,2024.0,7.67928536986343,0,False
MAR,Morocco,2022,0.9103448275862068,14.0,,,19.0,33.0,,,,,21.0,19.0,18.0,3463.1376953125,6.65704202759067,44.3863291468524,2024.0,8.51110257085938,0,False
MAR,Morocco,2023,0.8766233766233766,20.0,,,27.0,26.0,,,,,21.0,25.0,26.0,3813.72607421875,6.09114152504141,44.3863291468524,2024.0,8.0456838833246,1,False
MAR,Morocco,2024,0.8266666666666667,27.0,,,25.0,41.0,,,,,,19.0,36.0,4153.1943359375,0.985256592004507,44.3863291468524,2024.0,7.78959024287823,1,False
MAR,Morocco,2025,0.8217054263565892,24.0,,,23.0,25.0,28.0,,,,,20.0,,4153.1943359375,0.985256592004507,44.3863291468524,2024.0,7.78959024287823,1,True
MCO,Monaco,2021,0.1233766233766233,136.0,,0.01,,,,,152.0,147.0,19.0,,,223823.363960226,,,,,0,False
MDA,Moldova,2020,0.3785714285714285,88.0,,0.04,,,,22.0,70.0,68.0,120.0,,,4375.7788930524,3.76597122245351,55.544249263449,2024.0,16.274922384411,0,False
MDA,Moldova,2021,0.6818181818181819,50.0,,0.06,,,,,61.0,57.0,48.0,,,5274.60582195352,5.10641129002841,55.544249263449,2024.0,15.4787484391198,0,False
MDA,Moldova,2022,0.7241379310344828,41.0,,,49.0,72.0,,,,,27.0,49.0,88.0,5744.29618434435,28.7372976766235,55.544249263449,2024.0,14.0294158168182,0,False
MDA,Moldova,2023,0.6168831168831168,60.0,,,52.0,63.0,,,,,77.0,48.0,63.0,6799.58594644576,13.4170104381299,55.544249263449,2024.0,12.0387300286119,1,False
MDA,Moldova,2024,0.6133333333333333,59.0,,,37.0,94.0,,,,,,38.0,88.0,7576.19589413326,4.67773516007052,55.544249263449,2024.0,10.5371328507027,1,False
MDA,Moldova,2025,0.4806201550387596,68.0,,,69.0,75.0,69.0,,,,,66.0,,7576.19589413326,4.67773516007052,55.544249263449,2024.0,10.5371328507027,1,True
MDG,Madagascar,2020,0.2357142857142857,108.0,,0.018,,,,126.0,76.0,84.0,122.0,,,450.771615201509,4.20179312190557,24.4501397197571,2024.0,3.79541630464955,0,False
MDG,Madagascar,2021,0.577922077922078,66.0,,0.04,,,,,64.0,97.0,50.0,,,483.469463351195,5.81225118787715,24.4501397197571,2024.0,3.06318819411447,0,False
MDG,Madagascar,2022,0.3310344827586207,98.0,,,71.0,124.0,,,,,123.0,71.0,115.0,503.51453347296,8.16059031991844,24.4501397197571,2024.0,2.5140303045849,0,False
MDG,Madagascar,2023,0.1948051948051947,125.0,,,93.0,138.0,,,,,53.0,95.0,138.0,508.718427705591,9.87432675044888,24.4501397197571,2024.0,1.96254272292413,1,False
MDG,Madagascar,2024,0.3666666666666667,96.0,,,115.0,82.0,,,,,,101.0,83.0,544.987501003384,,24.4501397197571,2024.0,2.33207727287572,1,False
MDG,Madagascar,2025,0.0310077519379845,126.0,,,124.0,129.0,123.0,,,,,125.0,,544.987501003384,,24.4501397197571,2024.0,2.33207727287572,1,True
MDV,Maldives,2020,0.0999999999999999,127.0,,0.006,,,,110.0,145.0,147.0,82.0,,,7393.8886543933,-1.36977425569811,,,0.125253487973412,0,False
MDV,Maldives,2021,0.0714285714285714,144.0,,0.0,,,,,146.0,146.0,88.0,,,10176.143882547,0.543149688737013,,,0.0929598229658775,0,False
MDV,Maldives,2022,0.0827586206896552,134.0,,,140.0,139.0,,,,,46.0,140.0,135.0,11786.0191492983,2.33314337624567,,,0.0829967046687048,0,False
MDV,Maldives,2023,0.0909090909090909,141.0,,,150.0,136.0,,,,,114.0,148.0,136.0,12587.6126038651,2.92746542425035,,,0.0813040657047612,1,False
MDV,Maldives,2024,0.1666666666666666,126.0,,,127.0,120.0,,,,,,124.0,126.0,13379.3513577224,1.39979779674928,,,0.0800427681119482,1,False
MDV,Maldives,2025,0.0,130.0,,,129.0,131.0,130.0,,,,,127.0,,13379.3513577224,1.39979779674928,,,0.0800427681119482,1,True
MEX,Mexico,2020,0.7285714285714286,39.0,,0.135,,,,101.0,22.0,26.0,65.0,,,8841.27075039868,3.39683415570006,53.0320833316729,2024.0,3.92284685483306,0,False
MEX,Mexico,2021,0.7207792207792207,44.0,,0.06,,,,,21.0,23.0,133.0,,,10314.0506722115,5.68920847683753,53.0320833316729,2024.0,4.1826148147438,0,False
MEX,Mexico,2022,0.8137931034482758,28.0,,,21.0,23.0,,,,,122.0,21.0,19.0,11405.7940473759,7.8962761916855,53.0320833316729,2024.0,4.18953324624702,0,False
MEX,Mexico,2023,0.9025974025974026,16.0,,,17.0,16.0,,,,,30.0,18.0,16.0,13860.9597809326,5.52796087314389,53.0320833316729,2024.0,3.68332313946646,1,False
MEX,Mexico,2024,0.9133333333333332,14.0,,,18.0,13.0,,,,,,17.0,10.0,14185.7812248529,4.72225588452932,53.0320833316729,2024.0,3.64356639704934,1,False
MEX,Mexico,2025,0.8294573643410853,23.0,,,27.0,20.0,24.0,,,,,24.0,,14185.7812248529,4.72225588452932,53.0320833316729,2024.0,3.64356639704934,1,True
MKD,North Macedonia,2020,0.2785714285714286,102.0,,0.022,,,,43.0,103.0,91.0,124.0,,,6659.59651070776,1.20007348888487,84.2548648905347,2024.0,3.80294753811177,0,False
MKD,North Macedonia,2021,0.2077922077922077,123.0,,0.01,,,,,112.0,118.0,102.0,,,7620.80296977508,3.23074912132919,84.2548648905347,2024.0,3.49738517482887,0,False
MKD,North Macedonia,2022,0.2344827586206896,112.0,,,111.0,97.0,,,,,63.0,111.0,87.0,7606.2375253797,14.2047173195833,84.2548648905347,2024.0,3.27695424528674,0,False
MKD,North Macedonia,2023,0.2727272727272727,113.0,,,112.0,89.0,,,,,147.0,109.0,89.0,8674.35846327485,9.36187249769016,84.2548648905347,2024.0,2.9167769810413,1,False
MKD,North Macedonia,2024,0.3533333333333334,98.0,,,108.0,98.0,,,,,,108.0,77.0,9291.85661671864,3.48974086026947,84.2548648905347,2024.0,2.70304622678412,1,False
MKD,North Macedonia,2025,0.1550387596899225,110.0,,,107.0,111.0,106.0,,,,,100.0,,9291.85661671864,3.48974086026947,84.2548648905347,2024.0,2.70304622678412,1,True
MLI,Mali,2020,0.2857142857142857,101.0,,0.023,,,,137.0,114.0,112.0,69.0,,,953.242943290974,0.438088940320669,54.7454806007539,2024.0,4.81742226778366,0,False
MLI,Mali,2021,0.2597402597402597,115.0,,0.02,,,,,123.0,129.0,37.0,,,1027.27345365357,3.92560283104277,54.7454806007539,2024.0,4.91954656262131,0,False
MLI,Mali,2022,0.3379310344827586,97.0,,,112.0,134.0,,,,,25.0,112.0,130.0,976.914116406452,9.62147608489064,54.7454806007539,2024.0,4.91124884987894,0,False
MLI,Mali,2023,0.2012987012987013,124.0,,,127.0,137.0,,,,,31.0,108.0,137.0,1043.9533853528,2.05880228274223,54.7454806007539,2024.0,4.21188284183315,1,False
MLI,Mali,2024,0.0066666666666667,150.0,,,88.0,156.0,,,,,,122.0,152.0,1094.61949265799,3.2063986409966,54.7454806007539,2024.0,3.98934711923809,1,False
MLT,Malta,2020,0.4142857142857142,83.0,,0.048,,,,3.0,131.0,129.0,50.0,,,31823.4363934505,0.638544956776712,96.5581295334766,2024.0,0.0836102022672292,0,False
MLT,Malta,2021,0.1883116883116883,126.0,,0.01,,,,,128.0,109.0,105.0,,,38096.8360735119,1.49789217934724,96.5581295334766,2024.0,0.0707898754533939,0,False
MLT,Malta,2022,0.1310344827586207,127.0,,,133.0,113.0,,,,,79.0,133.0,112.0,35638.8869457406,6.15375621933037,96.5581295334766,2024.0,0.0652156235713647,0,False
MLT,Malta,2023,0.1038961038961039,139.0,,,141.0,126.0,,,,,151.0,143.0,126.0,40905.8059585057,5.09396758978883,96.5581295334766,2024.0,0.0688948837122508,1,False
MLT,Malta,2024,0.1066666666666666,135.0,,,137.0,133.0,,,,,,138.0,133.0,43898.5781808597,1.65079469283109,96.5581295334766,2024.0,0.0627275385087571,1,False
MLT,Malta,2025,0.1317829457364341,113.0,,,118.0,80.0,119.0,,,,,117.0,,43898.5781808597,1.65079469283109,96.5581295334766,2024.0,0.0627275385087571,1,True
MMR,Myanmar,2020,0.0357142857142857,136.0,,0.003,,,,143.0,93.0,66.0,142.0,,,1490.21683599469,,47.7910290706127,2021.0,3.38146514688484,0,False
MMR,Myanmar,2021,0.2532467532467533,116.0,,0.02,,,,,97.0,104.0,129.0,,,1242.7213439951,,47.7910290706127,2021.0,1.93245858367708,0,False
MMR,Myanmar,2022,0.503448275862069,73.0,,,53.0,95.0,,,,,103.0,53.0,89.0,1158.05005055976,,47.7910290706127,2021.0,2.02532247815274,0,False
MMR,Myanmar,2023,0.6623376623376623,53.0,,,50.0,91.0,,,,,17.0,52.0,91.0,1233.19666209269,,47.7910290706127,2021.0,1.64775199666723,1,False
MMR,Myanmar,2024,0.4866666666666667,78.0,,,78.0,85.0,,,,,,78.0,71.0,1359.05001560107,,47.7910290706127,2021.0,1.55261998869075,1,False
MMR,Myanmar,2025,0.1627906976744185,109.0,,,47.0,124.0,50.0,,,,,48.0,,1359.05001560107,,47.7910290706127,2021.0,1.55261998869075,1,True
MNE,Montenegro,2020,0.4785714285714285,74.0,,0.06,,,,17.0,127.0,131.0,15.0,,,7538.53635992191,-0.255655699848551,75.4116297013886,2024.0,12.7171404950588,0,False
MNE,Montenegro,2021,0.1623376623376623,130.0,,0.01,,,,,129.0,128.0,90.0,,,9317.15520065156,2.41080198403165,75.4116297013886,2024.0,13.6031501601644,0,False
MNE,Montenegro,2022,0.1862068965517241,119.0,,,126.0,115.0,,,,,41.0,126.0,110.0,10024.5435616209,13.0403036347004,75.4116297013886,2024.0,13.2797410517214,0,False
MNE,Montenegro,2023,0.1493506493506493,132.0,,,129.0,124.0,,,,,149.0,132.0,124.0,12259.8775034436,8.58476910455403,75.4116297013886,2024.0,10.5300863110362,1,False
MNE,Montenegro,2024,0.16,127.0,,,136.0,117.0,,,,,,134.0,118.0,13263.3281277699,3.33675009282281,75.4116297013886,2024.0,10.3409065632717,1,False
MNE,Montenegro,2025,0.2015503875968992,104.0,,,116.0,81.0,117.0,,,,,112.0,,13263.3281277699,3.33675009282281,75.4116297013886,2024.0,10.3409065632717,1,True
MNG,Mongolia,2020,0.0,,Among lowest,0.0,,,,62.0,109.0,98.0,,,,4001.25193077703,3.7237230614026,98.2787007982729,2024.0,4.12254263505693,0,False
MNG,Mongolia,2021,0.422077922077922,90.0,,0.03,,,,,90.0,95.0,68.0,,,4517.61578018785,7.35894657888155,98.2787007982729,2024.0,3.08222219088585,0,False
MNG,Mongolia,2022,0.4275862068965517,84.0,,,77.0,71.0,,,,,87.0,77.0,70.0,4993.51487463495,15.1509728200805,98.2787007982729,2024.0,2.32831928767738,0,False
MNG,Mongolia,2023,0.448051948051948,86.0,,,86.0,103.0,,,,,74.0,70.0,103.0,5838.63108083902,10.347583131434,98.2787007982729,2024.0,2.23995468059518,1,False
MNG,Mongolia,2024,0.18,124.0,,,123.0,126.0,,,,,,121.0,127.0,6750.6301157724,6.20713301510303,98.2787007982729,2024.0,2.217677569671,1,False
MNG,Mongolia,2025,0.1705426356589147,108.0,,,109.0,99.0,107.0,,,,,113.0,,6750.6301157724,6.20713301510303,98.2787007982729,2024.0,2.217677569671,1,True
MOZ,Mozambique,2020,0.4928571428571429,72.0,,0.061,,,,128.0,60.0,83.0,35.0,,,462.433876479921,3.48393567493204,54.38528750107,2024.0,1.13844765742436,0,False
MOZ,Mozambique,2021,0.7662337662337663,37.0,,0.07,,,,,62.0,35.0,45.0,,,509.907829475551,6.40847652975692,54.38528750107,2024.0,1.2485624975782,0,False
MOZ,Mozambique,2022,0.5931034482758621,60.0,,,36.0,63.0,,,,,125.0,36.0,62.0,578.251663751351,10.2794018093421,54.38528750107,2024.0,0.880109212306658,0,False
MOZ,Mozambique,2023,0.474025974025974,82.0,,,92.0,112.0,,,,,37.0,88.0,112.0,622.000297682823,7.12697482131851,54.38528750107,2024.0,1.21711183933379,1,False
MOZ,Mozambique,2024,0.2333333333333332,116.0,,,132.0,115.0,,,,,,126.0,97.0,656.776824637306,4.07856834812022,54.38528750107,2024.0,1.17349235648113,1,False
MOZ,Mozambique,2025,0.0697674418604651,121.0,,,121.0,119.0,121.0,,,,,121.0,,656.776824637306,4.07856834812022,54.38528750107,2024.0,1.17349235648113,1,True
MRT,Mauritania,2024,0.0466666666666666,144.0,,,134.0,143.0,,,,,,129.0,148.0,2110.12036938187,2.49164347481972,27.3142609920985,2024.0,0.866706864831731,1,False
MUS,Mauritius,2020,0.4714285714285714,75.0,,0.059,,,,6.0,115.0,106.0,71.0,,,9135.84773751062,2.5808007718283,89.5984480347546,2024.0,2.46174617403058,0,False
MUS,Mauritius,2021,0.512987012987013,76.0,,0.04,,,,,115.0,103.0,16.0,,,9177.71195973013,4.02852888157376,89.5984480347546,2024.0,2.3444626925632,0,False
MUS,Mauritius,2022,0.1655172413793103,122.0,,,130.0,82.0,,,,,30.0,130.0,120.0,10246.5017455553,10.7737512242899,89.5984480347546,2024.0,2.11679538005685,0,False
MUS,Mauritius,2023,0.2467532467532467,117.0,,,138.0,62.0,,,,,110.0,141.0,62.0,11269.9684462139,7.05298238454736,89.5984480347546,2024.0,2.24116402633618,1,False
MUS,Mauritius,2024,0.0266666666666666,147.0,,,126.0,150.0,,,,,,130.0,150.0,11990.7798944837,3.6045220384796,89.5984480347546,2024.0,1.92045282657077,1,False
MUS,Mauritius,2025,0.0852713178294574,119.0,,,108.0,121.0,109.0,,,,,109.0,,11990.7798944837,3.6045220384796,89.5984480347546,2024.0,1.92045282657077,1,True
MWI,Malawi,2020,0.0642857142857142,132.0,,0.004,,,,153.0,142.0,142.0,41.0,,,602.507478176106,8.62551469650552,50.3696725002439,2024.0,1.9682614672589,0,False
MWI,Malawi,2021,0.1363636363636363,134.0,,0.01,,,,,145.0,151.0,20.0,,,617.446994451007,9.33014410835212,50.3696725002439,2024.0,2.57418486200992,0,False
MWI,Malawi,2022,0.0620689655172413,137.0,,,127.0,140.0,,,,,142.0,127.0,139.0,604.269740360317,20.953969729969,50.3696725002439,2024.0,2.12676683960859,0,False
MWI,Malawi,2023,0.4155844155844156,91.0,,,108.0,104.0,,,,,47.0,118.0,104.0,633.214767978695,28.7897428247298,50.3696725002439,2024.0,1.35282219243253,1,False
MWI,Malawi,2024,0.0999999999999999,136.0,,,97.0,145.0,,,,,,77.0,146.0,522.570393642547,32.1796504225025,50.3696725002439,2024.0,1.65044236586352,1,False
MYS,Malaysia,2020,0.8285714285714285,25.0,,0.192,,,,47.0,27.0,38.0,36.0,,,9957.52626697613,-1.1387021539305,88.6918012421116,2024.0,0.422776119475248,0,False
MYS,Malaysia,2021,0.8571428571428572,23.0,,0.1,,,,,33.0,38.0,28.0,,,10903.1037480772,2.47710241465447,88.6918012421116,2024.0,0.415301972862394,0,False
MYS,Malaysia,2022,0.806896551724138,29.0,,,42.0,38.0,,,,,31.0,42.0,32.0,11754.5678336248,3.37869862549928,88.6918012421116,2024.0,0.396663370541767,0,False
MYS,Malaysia,2023,0.7597402597402597,38.0,,,42.0,37.0,,,,,40.0,51.0,37.0,11386.0395636528,2.48886560125754,88.6918012421116,2024.0,0.426163280659906,1,False
MYS,Malaysia,2024,0.6933333333333334,47.0,,,51.0,57.0,,,,,,47.0,45.0,11874.4273684245,1.834100204499,88.6918012421116,2024.0,0.380193528996402,1,False
MYS,Malaysia,2025,0.6821705426356589,42.0,,,45.0,40.0,43.0,,,,,46.0,,11874.4273684245,1.834100204499,88.6918012421116,2024.0,0.380193528996402,1,True
NAM,Namibia,2020,0.2642857142857142,104.0,,0.021,,,,79.0,111.0,128.0,99.0,,,3878.58982993966,2.20938236933469,72.9187672893525,2024.0,0.571164175639804,0,False
NAM,Namibia,2021,0.3311688311688312,104.0,,0.02,,,,,127.0,124.0,14.0,,,4412.8355693052,3.61690530108814,72.9187672893525,2024.0,0.50776120762883,0,False
NAM,Namibia,2022,0.1379310344827586,126.0,,,131.0,122.0,,,,,64.0,131.0,127.0,4349.79908493314,6.08128114112413,72.9187672893525,2024.0,0.56572462364198,0,False
NAM,Namibia,2023,0.0974025974025973,140.0,,,134.0,142.0,,,,,118.0,140.0,142.0,4187.60500396525,5.87993463284275,72.9187672893525,2024.0,0.67588741519345,1,False
NAM,Namibia,2024,0.1266666666666667,132.0,,,138.0,130.0,,,,,,141.0,128.0,4413.12752211572,4.23903922877036,72.9187672893525,2024.0,0.722779284069506,1,False
NAM,Namibia,2025,0.0775193798449612,120.0,,,120.0,106.0,120.0,,,,,119.0,,4413.12752211572,4.23903922877036,72.9187672893525,2024.0,0.722779284069506,1,True
NER,Niger,2023,0.0584415584415584,146.0,,,149.0,146.0,,,,,59.0,144.0,146.0,638.336080897887,3.70097316425834,14.8268991865027,2024.0,3.73586664871377,1,False
NGA,Nigeria,2020,0.95,8.0,,0.459,,,,112.0,7.0,14.0,3.0,,,2797.18458068686,13.2460234276597,63.2613514491542,2024.0,2.87469533136236,0,False
NGA,Nigeria,2021,0.9675324675324676,6.0,,0.26,,,,,10.0,15.0,18.0,,,2787.48779224428,16.9528457221608,63.2613514491542,2024.0,3.19846919163264,0,False
NGA,Nigeria,2022,0.9310344827586208,11.0,,,18.0,20.0,,,,,17.0,18.0,17.0,2899.16047470324,18.8471877843274,63.2613514491542,2024.0,3.11115327874995,0,False
NGA,Nigeria,2023,0.9935064935064936,2.0,,,3.0,4.0,,,,,1.0,2.0,4.0,2138.76383719983,24.659550203114,63.2613514491542,2024.0,4.01108712396646,1,False
NGA,Nigeria,2024,0.9933333333333332,2.0,,,5.0,2.0,,,,,,2.0,3.0,1084.16041805436,33.2420966545406,63.2613514491542,2024.0,8.44081449065528,1,False
NGA,Nigeria,2025,0.9612403100775194,6.0,,,8.0,3.0,8.0,,,,,7.0,,1084.16041805436,33.2420966545406,63.2613514491542,2024.0,8.44081449065528,1,True
NIC,Nicaragua,2020,0.2428571428571428,107.0,,0.02,,,,103.0,107.0,111.0,112.0,,,1938.44704754382,3.68181341625572,23.470592686629,2024.0,14.575973804427,0,False
NIC,Nicaragua,2021,0.2922077922077922,110.0,,0.02,,,,,114.0,120.0,55.0,,,2138.38588469449,4.92841396948968,23.470592686629,2024.0,15.1305293767625,0,False
NIC,Nicaragua,2022,0.3241379310344827,99.0,,,104.0,116.0,,,,,42.0,104.0,117.0,2322.89053964583,10.4674244465991,23.470592686629,2024.0,20.641434228789,0,False
NIC,Nicaragua,2023,0.396103896103896,94.0,,,117.0,77.0,,,,,86.0,111.0,77.0,2609.44492072931,8.38765854872536,23.470592686629,2024.0,26.1841025303411,1,False
NIC,Nicaragua,2024,0.2466666666666667,114.0,,,121.0,116.0,,,,,,119.0,112.0,2847.53966339498,4.62473841057141,23.470592686629,2024.0,26.6355465455205,1,False
NIC,Nicaragua,2025,0.1782945736434108,107.0,,,100.0,116.0,99.0,,,,,99.0,,2847.53966339498,4.62473841057141,23.470592686629,2024.0,26.6355465455205,1,True
NLD,Netherlands,2020,0.8214285714285714,26.0,,0.183,,,,19.0,38.0,32.0,59.0,,,53467.9277413737,1.27246037789161,99.171512250031,2024.0,0.388424031122952,0,False
NLD,Netherlands,2021,0.7077922077922079,46.0,,0.06,,,,,29.0,26.0,115.0,,,60141.9880911492,2.67572008805385,99.171512250031,2024.0,0.375241954774634,0,False
NLD,Netherlands,2022,0.7379310344827585,39.0,,,41.0,26.0,,,,,69.0,41.0,24.0,59123.318556487,10.0012078753473,99.171512250031,2024.0,0.363880236566379,0,False
NLD,Netherlands,2023,0.7532467532467533,39.0,,,38.0,32.0,,,,,69.0,46.0,32.0,63515.6030780019,3.83839354342808,99.171512250031,2024.0,0.376317382521895,1,False
NLD,Netherlands,2024,0.7933333333333333,32.0,,,44.0,27.0,,,,,,50.0,28.0,67520.4218956281,3.34754304219953,99.171512250031,2024.0,0.388451107837284,1,False
NLD,Netherlands,2025,0.7054263565891472,39.0,,,39.0,26.0,37.0,,,,,49.0,,67520.4218956281,3.34754304219953,99.171512250031,2024.0,0.388451107837284,1,True
NOR,Norway,2020,0.5214285714285714,68.0,,0.072,,,,27.0,99.0,90.0,63.0,,,68340.0181033702,1.28658490708005,98.5561571037813,2024.0,0.160215794441589,0,False
NOR,Norway,2021,0.435064935064935,88.0,,0.03,,,,,79.0,71.0,93.0,,,93072.8925119571,3.48388055266678,98.5561571037813,2024.0,0.133458167667193,0,False
NOR,Norway,2022,0.2206896551724138,114.0,,,108.0,85.0,,,,,83.0,108.0,99.0,109269.520580298,5.76412317852272,98.5561571037813,2024.0,0.166877429076805,0,False
NOR,Norway,2023,0.2857142857142857,111.0,,,116.0,102.0,,,,,124.0,116.0,102.0,87497.2179649556,5.51784987104659,98.5561571037813,2024.0,0.199055742031322,1,False
NOR,Norway,2024,0.3466666666666667,99.0,,,101.0,99.0,,,,,,103.0,94.0,86785.4334489176,3.14530134431073,98.5561571037813,2024.0,0.195829932747648,1,False
NOR,Norway,2025,0.4031007751937985,78.0,,,86.0,72.0,83.0,,,,,90.0,,86785.4334489176,3.14530134431073,98.5561571037813,2024.0,0.195829932747648,1,True
NPL,Nepal,2020,0.4214285714285714,82.0,,0.049,,,,115.0,43.0,41.0,108.0,,,1154.21517578318,5.05635826238499,59.9911157064883,2024.0,24.2502461023191,0,False
NPL,Nepal,2021,0.8116883116883117,30.0,,0.09,,,,,46.0,42.0,26.0,,,1252.75076731986,4.12676744440695,59.9911157064883,2024.0,22.2775786274327,0,False
NPL,Nepal,2022,0.896551724137931,16.0,,,17.0,34.0,,,,,19.0,17.0,41.0,1385.91066274851,7.6702057938028,59.9911157064883,2024.0,22.8532966744987,0,False
NPL,Nepal,2023,0.6428571428571428,56.0,,,90.0,52.0,,,,,20.0,87.0,52.0,1382.33055769304,7.11587261530826,59.9911157064883,2024.0,26.2241089254704,1,False
