asset,time,AdrActCnt
usdc,2020-07-23T00:00:00.000000000Z,10305
usdc,2020-07-24T00:00:00.000000000Z,9562
usdc,2020-07-25T00:00:00.000000000Z,9125
usdc,2020-07-26T00:00:00.000000000Z,9488
usdc,2020-07-27T00:00:00.000000000Z,13637
usdc,2020-07-28T00:00:00.000000000Z,10699
usdc,2020-07-29T00:00:00.000000000Z,9941
usdc,2020-07-30T00:00:00.000000000Z,9627
usdc,2020-07-31T00:00:00.000000000Z,10256
usdc,2020-08-01T00:00:00.000000000Z,10069
usdc,2020-08-02T00:00:00.000000000Z,9325
usdc,2020-08-03T00:00:00.000000000Z,12242
usdc,2020-08-04T00:00:00.000000000Z,10612
usdc,2020-08-05T00:00:00.000000000Z,10904
usdc,2020-08-06T00:00:00.000000000Z,10115
usdc,2020-08-07T00:00:00.000000000Z,10724
usdc,2020-08-08T00:00:00.000000000Z,9374
usdc,2020-08-09T00:00:00.000000000Z,8190
usdc,2020-08-10T00:00:00.000000000Z,10695
usdc,2020-08-11T00:00:00.000000000Z,12777
usdc,2020-08-12T00:00:00.000000000Z,12267
usdc,2020-08-13T00:00:00.000000000Z,12200
usdc,2020-08-14T00:00:00.000000000Z,13535
usdc,2020-08-15T00:00:00.000000000Z,10807
usdc,2020-08-16T00:00:00.000000000Z,9847
usdc,2020-08-17T00:00:00.000000000Z,12289
usdc,2020-08-18T00:00:00.000000000Z,12483
usdc,2020-08-19T00:00:00.000000000Z,12578
usdc,2020-08-20T00:00:00.000000000Z,10926
usdc,2020-08-21T00:00:00.000000000Z,40866
usdc,2020-08-22T00:00:00.000000000Z,10083
usdc,2020-08-23T00:00:00.000000000Z,7887
usdc,2020-08-24T00:00:00.000000000Z,9053
usdc,2020-08-25T00:00:00.000000000Z,11178
usdc,2020-08-26T00:00:00.000000000Z,10711
usdc,2020-08-27T00:00:00.000000000Z,10372
usdc,2020-08-28T00:00:00.000000000Z,10194
usdc,2020-08-29T00:00:00.000000000Z,8582
usdc,2020-08-30T00:00:00.000000000Z,8203
usdc,2020-08-31T00:00:00.000000000Z,9911
usdc,2020-09-01T00:00:00.000000000Z,12621
usdc,2020-09-02T00:00:00.000000000Z,12265
usdc,2020-09-03T00:00:00.000000000Z,14475
usdc,2020-09-04T00:00:00.000000000Z,17141
usdc,2020-09-05T00:00:00.000000000Z,14449
usdc,2020-09-06T00:00:00.000000000Z,12602
usdc,2020-09-07T00:00:00.000000000Z,9791
usdc,2020-09-08T00:00:00.000000000Z,11443
usdc,2020-09-09T00:00:00.000000000Z,12669
usdc,2020-09-10T00:00:00.000000000Z,13592
usdc,2020-09-11T00:00:00.000000000Z,13955
usdc,2020-09-12T00:00:00.000000000Z,11543
usdc,2020-09-13T00:00:00.000000000Z,10157
usdc,2020-09-14T00:00:00.000000000Z,11454
usdc,2020-09-15T00:00:00.000000000Z,12649
usdc,2020-09-16T00:00:00.000000000Z,13829
usdc,2020-09-17T00:00:00.000000000Z,14083
usdc,2020-09-18T00:00:00.000000000Z,15117
usdc,2020-09-19T00:00:00.000000000Z,12642
usdc,2020-09-20T00:00:00.000000000Z,11229
usdc,2020-09-21T00:00:00.000000000Z,13932
usdc,2020-09-22T00:00:00.000000000Z,12796
usdc,2020-09-23T00:00:00.000000000Z,15353
usdc,2020-09-24T00:00:00.000000000Z,12972
usdc,2020-09-25T00:00:00.000000000Z,12154
usdc,2020-09-26T00:00:00.000000000Z,10591
usdc,2020-09-27T00:00:00.000000000Z,8779
usdc,2020-09-28T00:00:00.000000000Z,11674
usdc,2020-09-29T00:00:00.000000000Z,11904
usdc,2020-09-30T00:00:00.000000000Z,12613
usdc,2020-10-01T00:00:00.000000000Z,14788
usdc,2020-10-02T00:00:00.000000000Z,15492
usdc,2020-10-03T00:00:00.000000000Z,10309
usdc,2020-10-04T00:00:00.000000000Z,9445
usdc,2020-10-05T00:00:00.000000000Z,12562
usdc,2020-10-06T00:00:00.000000000Z,12453
usdc,2020-10-07T00:00:00.000000000Z,11934
usdc,2020-10-08T00:00:00.000000000Z,11581
usdc,2020-10-09T00:00:00.000000000Z,12489
usdc,2020-10-10T00:00:00.000000000Z,9678
usdc,2020-10-11T00:00:00.000000000Z,8798
usdc,2020-10-12T00:00:00.000000000Z,10518
usdc,2020-10-13T00:00:00.000000000Z,14821
usdc,2020-10-14T00:00:00.000000000Z,11842
usdc,2020-10-15T00:00:00.000000000Z,40112
usdc,2020-10-16T00:00:00.000000000Z,31208
usdc,2020-10-17T00:00:00.000000000Z,23587
usdc,2020-10-18T00:00:00.000000000Z,10839
usdc,2020-10-19T00:00:00.000000000Z,13728
usdc,2020-10-20T00:00:00.000000000Z,19935
usdc,2020-10-21T00:00:00.000000000Z,30218
usdc,2020-10-22T00:00:00.000000000Z,29933
usdc,2020-10-23T00:00:00.000000000Z,25148
usdc,2020-10-24T00:00:00.000000000Z,21506
usdc,2020-10-25T00:00:00.000000000Z,19409
usdc,2020-10-26T00:00:00.000000000Z,23945
usdc,2020-10-27T00:00:00.000000000Z,23449
usdc,2020-10-28T00:00:00.000000000Z,24174
usdc,2020-10-29T00:00:00.000000000Z,27487
usdc,2020-10-30T00:00:00.000000000Z,26510
usdc,2020-10-31T00:00:00.000000000Z,29232
usdc,2020-11-01T00:00:00.000000000Z,26831
usdc,2020-11-02T00:00:00.000000000Z,29401
usdc,2020-11-03T00:00:00.000000000Z,33311
usdc,2020-11-04T00:00:00.000000000Z,29939
usdc,2020-11-05T00:00:00.000000000Z,28681
usdc,2020-11-06T00:00:00.000000000Z,30096
usdc,2020-11-07T00:00:00.000000000Z,28469
usdc,2020-11-08T00:00:00.000000000Z,30854
usdc,2020-11-09T00:00:00.000000000Z,37208
usdc,2020-11-10T00:00:00.000000000Z,26680
usdc,2020-11-11T00:00:00.000000000Z,26538
usdc,2020-11-12T00:00:00.000000000Z,28404
usdc,2020-11-13T00:00:00.000000000Z,26863
usdc,2020-11-14T00:00:00.000000000Z,26901
usdc,2020-11-15T00:00:00.000000000Z,22794
usdc,2020-11-16T00:00:00.000000000Z,26462
usdc,2020-11-17T00:00:00.000000000Z,32584
usdc,2020-11-18T00:00:00.000000000Z,31338
usdc,2020-11-19T00:00:00.000000000Z,29659
usdc,2020-11-20T00:00:00.000000000Z,35899
usdc,2020-11-21T00:00:00.000000000Z,38818
usdc,2020-11-22T00:00:00.000000000Z,35395
usdc,2020-11-23T00:00:00.000000000Z,38426
usdc,2020-11-24T00:00:00.000000000Z,43212
usdc,2020-11-25T00:00:00.000000000Z,38425
usdc,2020-11-26T00:00:00.000000000Z,33700
usdc,2020-11-27T00:00:00.000000000Z,25064
usdc,2020-11-28T00:00:00.000000000Z,35276
usdc,2020-11-29T00:00:00.000000000Z,27743
usdc,2020-11-30T00:00:00.000000000Z,36088
usdc,2020-12-01T00:00:00.000000000Z,34008
usdc,2020-12-02T00:00:00.000000000Z,16448
usdc,2020-12-03T00:00:00.000000000Z,16274
usdc,2020-12-04T00:00:00.000000000Z,16963
usdc,2020-12-05T00:00:00.000000000Z,14924
usdc,2020-12-06T00:00:00.000000000Z,13755
usdc,2020-12-07T00:00:00.000000000Z,14090
usdc,2020-12-08T00:00:00.000000000Z,16629
usdc,2020-12-09T00:00:00.000000000Z,16408
usdc,2020-12-10T00:00:00.000000000Z,16730
usdc,2020-12-11T00:00:00.000000000Z,25487
usdc,2020-12-12T00:00:00.000000000Z,45965
usdc,2020-12-13T00:00:00.000000000Z,46946
usdc,2020-12-14T00:00:00.000000000Z,39301
usdc,2020-12-15T00:00:00.000000000Z,41734
usdc,2020-12-16T00:00:00.000000000Z,34055
usdc,2020-12-17T00:00:00.000000000Z,37704
usdc,2020-12-18T00:00:00.000000000Z,19322
usdc,2020-12-19T00:00:00.000000000Z,19052
usdc,2020-12-20T00:00:00.000000000Z,18149
usdc,2020-12-21T00:00:00.000000000Z,17494
usdc,2020-12-22T00:00:00.000000000Z,17741
usdc,2020-12-23T00:00:00.000000000Z,19431
usdc,2020-12-24T00:00:00.000000000Z,18733
usdc,2020-12-25T00:00:00.000000000Z,17396
usdc,2020-12-26T00:00:00.000000000Z,19079
usdc,2020-12-27T00:00:00.000000000Z,19372
usdc,2020-12-28T00:00:00.000000000Z,19812
usdc,2020-12-29T00:00:00.000000000Z,21136
usdc,2020-12-30T00:00:00.000000000Z,21400
usdc,2020-12-31T00:00:00.000000000Z,22432
usdc,2021-01-01T00:00:00.000000000Z,22634
usdc,2021-01-02T00:00:00.000000000Z,23527
usdc,2021-01-03T00:00:00.000000000Z,23570
usdc,2021-01-04T00:00:00.000000000Z,24427
usdc,2021-01-05T00:00:00.000000000Z,25168
usdc,2021-01-06T00:00:00.000000000Z,27594
usdc,2021-01-07T00:00:00.000000000Z,27131
usdc,2021-01-08T00:00:00.000000000Z,27241
usdc,2021-01-09T00:00:00.000000000Z,29926
usdc,2021-01-10T00:00:00.000000000Z,26965
usdc,2021-01-11T00:00:00.000000000Z,24928
usdc,2021-01-12T00:00:00.000000000Z,23037
usdc,2021-01-13T00:00:00.000000000Z,22189
usdc,2021-01-14T00:00:00.000000000Z,24237
usdc,2021-01-15T00:00:00.000000000Z,24357
usdc,2021-01-16T00:00:00.000000000Z,22154
usdc,2021-01-17T00:00:00.000000000Z,22435
usdc,2021-01-18T00:00:00.000000000Z,22401
usdc,2021-01-19T00:00:00.000000000Z,23505
usdc,2021-01-20T00:00:00.000000000Z,23861
usdc,2021-01-21T00:00:00.000000000Z,23002
usdc,2021-01-22T00:00:00.000000000Z,24534
usdc,2021-01-23T00:00:00.000000000Z,19860
usdc,2021-01-24T00:00:00.000000000Z,18610
usdc,2021-01-25T00:00:00.000000000Z,22312
usdc,2021-01-26T00:00:00.000000000Z,26980
usdc,2021-01-27T00:00:00.000000000Z,24078
usdc,2021-01-28T00:00:00.000000000Z,26515
usdc,2021-01-29T00:00:00.000000000Z,33182
usdc,2021-01-30T00:00:00.000000000Z,25328
usdc,2021-01-31T00:00:00.000000000Z,23636
usdc,2021-02-01T00:00:00.000000000Z,26227
usdc,2021-02-02T00:00:00.000000000Z,26523
usdc,2021-02-03T00:00:00.000000000Z,27719
usdc,2021-02-04T00:00:00.000000000Z,30432
usdc,2021-02-05T00:00:00.000000000Z,29462
usdc,2021-02-06T00:00:00.000000000Z,32028
usdc,2021-02-07T00:00:00.000000000Z,26463
usdc,2021-02-08T00:00:00.000000000Z,26666
usdc,2021-02-09T00:00:00.000000000Z,28916
usdc,2021-02-10T00:00:00.000000000Z,32161
usdc,2021-02-11T00:00:00.000000000Z,31224
usdc,2021-02-12T00:00:00.000000000Z,33650
usdc,2021-02-13T00:00:00.000000000Z,33435
usdc,2021-02-14T00:00:00.000000000Z,26933
usdc,2021-02-15T00:00:00.000000000Z,26086
usdc,2021-02-16T00:00:00.000000000Z,35367
usdc,2021-02-17T00:00:00.000000000Z,28922
usdc,2021-02-18T00:00:00.000000000Z,29661
usdc,2021-02-19T00:00:00.000000000Z,32858
usdc,2021-02-20T00:00:00.000000000Z,34378
usdc,2021-02-21T00:00:00.000000000Z,28935
usdc,2021-02-22T00:00:00.000000000Z,31252
usdc,2021-02-23T00:00:00.000000000Z,35139
usdc,2021-02-24T00:00:00.000000000Z,35307
usdc,2021-02-25T00:00:00.000000000Z,28926
usdc,2021-02-26T00:00:00.000000000Z,33931
usdc,2021-02-27T00:00:00.000000000Z,29578
usdc,2021-02-28T00:00:00.000000000Z,28446
usdc,2021-03-01T00:00:00.000000000Z,29518
usdc,2021-03-02T00:00:00.000000000Z,28021
usdc,2021-03-03T00:00:00.000000000Z,29001
usdc,2021-03-04T00:00:00.000000000Z,27755
usdc,2021-03-05T00:00:00.000000000Z,29233
usdc,2021-03-06T00:00:00.000000000Z,23916
usdc,2021-03-07T00:00:00.000000000Z,23026
usdc,2021-03-08T00:00:00.000000000Z,25729
usdc,2021-03-09T00:00:00.000000000Z,30091
usdc,2021-03-10T00:00:00.000000000Z,28186
usdc,2021-03-11T00:00:00.000000000Z,28400
usdc,2021-03-12T00:00:00.000000000Z,31374
usdc,2021-03-13T00:00:00.000000000Z,27203
usdc,2021-03-14T00:00:00.000000000Z,23132
usdc,2021-03-15T00:00:00.000000000Z,26547
usdc,2021-03-16T00:00:00.000000000Z,31864
usdc,2021-03-17T00:00:00.000000000Z,29203
usdc,2021-03-18T00:00:00.000000000Z,28994
usdc,2021-03-19T00:00:00.000000000Z,30065
usdc,2021-03-20T00:00:00.000000000Z,27448
usdc,2021-03-21T00:00:00.000000000Z,30371
usdc,2021-03-22T00:00:00.000000000Z,40871
usdc,2021-03-23T00:00:00.000000000Z,34760
usdc,2021-03-24T00:00:00.000000000Z,36179
usdc,2021-03-25T00:00:00.000000000Z,40993
usdc,2021-03-26T00:00:00.000000000Z,30937
usdc,2021-03-27T00:00:00.000000000Z,27815
usdc,2021-03-28T00:00:00.000000000Z,23405
usdc,2021-03-29T00:00:00.000000000Z,31993
usdc,2021-03-30T00:00:00.000000000Z,31261
usdc,2021-03-31T00:00:00.000000000Z,31510
usdc,2021-04-01T00:00:00.000000000Z,33142
usdc,2021-04-02T00:00:00.000000000Z,41043
usdc,2021-04-03T00:00:00.000000000Z,29320
usdc,2021-04-04T00:00:00.000000000Z,24293
usdc,2021-04-05T00:00:00.000000000Z,28513
usdc,2021-04-06T00:00:00.000000000Z,35927
usdc,2021-04-07T00:00:00.000000000Z,32695
usdc,2021-04-08T00:00:00.000000000Z,34660
usdc,2021-04-09T00:00:00.000000000Z,32691
usdc,2021-04-10T00:00:00.000000000Z,34456
usdc,2021-04-11T00:00:00.000000000Z,34597
usdc,2021-04-12T00:00:00.000000000Z,45030
usdc,2021-04-13T00:00:00.000000000Z,51535
usdc,2021-04-14T00:00:00.000000000Z,44902
usdc,2021-04-15T00:00:00.000000000Z,34094
usdc,2021-04-16T00:00:00.000000000Z,54509
usdc,2021-04-17T00:00:00.000000000Z,40098
usdc,2021-04-18T00:00:00.000000000Z,42563
usdc,2021-04-19T00:00:00.000000000Z,39644
usdc,2021-04-20T00:00:00.000000000Z,48258
usdc,2021-04-21T00:00:00.000000000Z,48537
usdc,2021-04-22T00:00:00.000000000Z,47510
usdc,2021-04-23T00:00:00.000000000Z,53096
usdc,2021-04-24T00:00:00.000000000Z,36257
usdc,2021-04-25T00:00:00.000000000Z,36524
usdc,2021-04-26T00:00:00.000000000Z,42985
usdc,2021-04-27T00:00:00.000000000Z,41373
usdc,2021-04-28T00:00:00.000000000Z,40906
usdc,2021-04-29T00:00:00.000000000Z,46436
usdc,2021-04-30T00:00:00.000000000Z,37911
usdc,2021-05-01T00:00:00.000000000Z,32758
usdc,2021-05-02T00:00:00.000000000Z,33264
usdc,2021-05-03T00:00:00.000000000Z,38502
usdc,2021-05-04T00:00:00.000000000Z,40746
usdc,2021-05-05T00:00:00.000000000Z,38051
usdc,2021-05-06T00:00:00.000000000Z,37434
usdc,2021-05-07T00:00:00.000000000Z,40868
usdc,2021-05-08T00:00:00.000000000Z,29127
usdc,2021-05-09T00:00:00.000000000Z,39628
usdc,2021-05-10T00:00:00.000000000Z,34599
usdc,2021-05-11T00:00:00.000000000Z,29320
usdc,2021-05-12T00:00:00.000000000Z,30547
usdc,2021-05-13T00:00:00.000000000Z,46658
usdc,2021-05-14T00:00:00.000000000Z,34658
usdc,2021-05-15T00:00:00.000000000Z,31154
usdc,2021-05-16T00:00:00.000000000Z,29643
usdc,2021-05-17T00:00:00.000000000Z,35558
usdc,2021-05-18T00:00:00.000000000Z,31414
usdc,2021-05-19T00:00:00.000000000Z,49484
usdc,2021-05-20T00:00:00.000000000Z,39214
usdc,2021-05-21T00:00:00.000000000Z,37276
usdc,2021-05-22T00:00:00.000000000Z,35614
usdc,2021-05-23T00:00:00.000000000Z,36136
usdc,2021-05-24T00:00:00.000000000Z,37495
usdc,2021-05-25T00:00:00.000000000Z,32954
usdc,2021-05-26T00:00:00.000000000Z,37461
usdc,2021-05-27T00:00:00.000000000Z,34150
usdc,2021-05-28T00:00:00.000000000Z,33783
usdc,2021-05-29T00:00:00.000000000Z,30931
usdc,2021-05-30T00:00:00.000000000Z,26657
usdc,2021-05-31T00:00:00.000000000Z,28331
usdc,2021-06-01T00:00:00.000000000Z,30466
usdc,2021-06-02T00:00:00.000000000Z,34494
usdc,2021-06-03T00:00:00.000000000Z,33740
usdc,2021-06-04T00:00:00.000000000Z,34575
usdc,2021-06-05T00:00:00.000000000Z,23609
usdc,2021-06-06T00:00:00.000000000Z,22262
usdc,2021-06-07T00:00:00.000000000Z,31312
usdc,2021-06-08T00:00:00.000000000Z,34691
usdc,2021-06-09T00:00:00.000000000Z,28793
usdc,2021-06-10T00:00:00.000000000Z,30687
usdc,2021-06-11T00:00:00.000000000Z,31501
usdc,2021-06-12T00:00:00.000000000Z,25068
usdc,2021-06-13T00:00:00.000000000Z,24285
usdc,2021-06-14T00:00:00.000000000Z,37720
usdc,2021-06-15T00:00:00.000000000Z,33859
usdc,2021-06-16T00:00:00.000000000Z,33509
usdc,2021-06-17T00:00:00.000000000Z,35318
usdc,2021-06-18T00:00:00.000000000Z,34313
usdc,2021-06-19T00:00:00.000000000Z,26432
usdc,2021-06-20T00:00:00.000000000Z,26663
usdc,2021-06-21T00:00:00.000000000Z,34309
usdc,2021-06-22T00:00:00.000000000Z,38749
usdc,2021-06-23T00:00:00.000000000Z,32365
usdc,2021-06-24T00:00:00.000000000Z,30818
usdc,2021-06-25T00:00:00.000000000Z,29077
usdc,2021-06-26T00:00:00.000000000Z,27121
usdc,2021-06-27T00:00:00.000000000Z,23612
usdc,2021-06-28T00:00:00.000000000Z,28956
usdc,2021-06-29T00:00:00.000000000Z,37184
usdc,2021-06-30T00:00:00.000000000Z,28956
usdc,2021-07-01T00:00:00.000000000Z,26497
usdc,2021-07-02T00:00:00.000000000Z,27982
usdc,2021-07-03T00:00:00.000000000Z,24877
usdc,2021-07-04T00:00:00.000000000Z,51762
usdc,2021-07-05T00:00:00.000000000Z,52942
usdc,2021-07-06T00:00:00.000000000Z,70615
usdc,2021-07-07T00:00:00.000000000Z,58106
usdc,2021-07-08T00:00:00.000000000Z,63208
usdc,2021-07-09T00:00:00.000000000Z,60669
usdc,2021-07-10T00:00:00.000000000Z,49037
usdc,2021-07-11T00:00:00.000000000Z,30087
usdc,2021-07-12T00:00:00.000000000Z,60941
usdc,2021-07-13T00:00:00.000000000Z,58766
usdc,2021-07-14T00:00:00.000000000Z,35012
usdc,2021-07-15T00:00:00.000000000Z,27765
usdc,2021-07-16T00:00:00.000000000Z,28190
usdc,2021-07-17T00:00:00.000000000Z,23325
usdc,2021-07-18T00:00:00.000000000Z,19961
usdc,2021-07-19T00:00:00.000000000Z,28727
usdc,2021-07-20T00:00:00.000000000Z,33147
usdc,2021-07-21T00:00:00.000000000Z,30971
usdc,2021-07-22T00:00:00.000000000Z,27488
usdc,2021-07-23T00:00:00.000000000Z,26574
usdc,2021-07-24T00:00:00.000000000Z,24995
usdc,2021-07-25T00:00:00.000000000Z,21412
usdc,2021-07-26T00:00:00.000000000Z,34408
usdc,2021-07-27T00:00:00.000000000Z,33062
usdc,2021-07-28T00:00:00.000000000Z,30589
usdc,2021-07-29T00:00:00.000000000Z,28930
usdc,2021-07-30T00:00:00.000000000Z,30074
usdc,2021-07-31T00:00:00.000000000Z,29494
usdc,2021-08-01T00:00:00.000000000Z,24897
usdc,2021-08-02T00:00:00.000000000Z,30979
usdc,2021-08-03T00:00:00.000000000Z,29993
usdc,2021-08-04T00:00:00.000000000Z,33793
usdc,2021-08-05T00:00:00.000000000Z,26639
usdc,2021-08-06T00:00:00.000000000Z,30438
usdc,2021-08-07T00:00:00.000000000Z,27983
usdc,2021-08-08T00:00:00.000000000Z,27093
usdc,2021-08-09T00:00:00.000000000Z,29784
usdc,2021-08-10T00:00:00.000000000Z,29333
usdc,2021-08-11T00:00:00.000000000Z,31825
usdc,2021-08-12T00:00:00.000000000Z,34480
usdc,2021-08-13T00:00:00.000000000Z,29912
usdc,2021-08-14T00:00:00.000000000Z,26215
usdc,2021-08-15T00:00:00.000000000Z,24394
usdc,2021-08-16T00:00:00.000000000Z,31489
usdc,2021-08-17T00:00:00.000000000Z,30794
usdc,2021-08-18T00:00:00.000000000Z,31306
usdc,2021-08-19T00:00:00.000000000Z,36591
usdc,2021-08-20T00:00:00.000000000Z,32866
usdc,2021-08-21T00:00:00.000000000Z,27218
usdc,2021-08-22T00:00:00.000000000Z,27425
usdc,2021-08-23T00:00:00.000000000Z,30419
usdc,2021-08-24T00:00:00.000000000Z,30329
usdc,2021-08-25T00:00:00.000000000Z,27403
usdc,2021-08-26T00:00:00.000000000Z,26748
usdc,2021-08-27T00:00:00.000000000Z,25359
usdc,2021-08-28T00:00:00.000000000Z,24119
usdc,2021-08-29T00:00:00.000000000Z,22679
usdc,2021-08-30T00:00:00.000000000Z,30822
usdc,2021-08-31T00:00:00.000000000Z,31632
usdc,2021-09-01T00:00:00.000000000Z,32729
usdc,2021-09-02T00:00:00.000000000Z,36425
usdc,2021-09-03T00:00:00.000000000Z,30854
usdc,2021-09-04T00:00:00.000000000Z,25979
usdc,2021-09-05T00:00:00.000000000Z,24114
usdc,2021-09-06T00:00:00.000000000Z,30530
usdc,2021-09-07T00:00:00.000000000Z,38160
usdc,2021-09-08T00:00:00.000000000Z,37766
usdc,2021-09-09T00:00:00.000000000Z,37553
usdc,2021-09-10T00:00:00.000000000Z,41138
usdc,2021-09-11T00:00:00.000000000Z,34110
usdc,2021-09-12T00:00:00.000000000Z,29550
usdc,2021-09-13T00:00:00.000000000Z,34321
usdc,2021-09-14T00:00:00.000000000Z,33885
usdc,2021-09-15T00:00:00.000000000Z,33014
usdc,2021-09-16T00:00:00.000000000Z,32356
usdc,2021-09-17T00:00:00.000000000Z,30952
usdc,2021-09-18T00:00:00.000000000Z,26993
usdc,2021-09-19T00:00:00.000000000Z,24222
usdc,2021-09-20T00:00:00.000000000Z,36805
usdc,2021-09-21T00:00:00.000000000Z,33678
usdc,2021-09-22T00:00:00.000000000Z,32728
usdc,2021-09-23T00:00:00.000000000Z,27166
usdc,2021-09-24T00:00:00.000000000Z,27866
usdc,2021-09-25T00:00:00.000000000Z,23267
usdc,2021-09-26T00:00:00.000000000Z,20764
usdc,2021-09-27T00:00:00.000000000Z,26245
usdc,2021-09-28T00:00:00.000000000Z,29189
usdc,2021-09-29T00:00:00.000000000Z,30891
usdc,2021-09-30T00:00:00.000000000Z,28387
usdc,2021-10-01T00:00:00.000000000Z,36355
usdc,2021-10-02T00:00:00.000000000Z,29540
usdc,2021-10-03T00:00:00.000000000Z,24752
usdc,2021-10-04T00:00:00.000000000Z,30467
usdc,2021-10-05T00:00:00.000000000Z,32998
usdc,2021-10-06T00:00:00.000000000Z,31532
usdc,2021-10-07T00:00:00.000000000Z,31114
usdc,2021-10-08T00:00:00.000000000Z,29873
usdc,2021-10-09T00:00:00.000000000Z,29346
usdc,2021-10-10T00:00:00.000000000Z,31499
usdc,2021-10-11T00:00:00.000000000Z,29938
usdc,2021-10-12T00:00:00.000000000Z,31799
usdc,2021-10-13T00:00:00.000000000Z,31739
usdc,2021-10-14T00:00:00.000000000Z,32021
usdc,2021-10-15T00:00:00.000000000Z,34489
usdc,2021-10-16T00:00:00.000000000Z,29286
usdc,2021-10-17T00:00:00.000000000Z,29684
usdc,2021-10-18T00:00:00.000000000Z,36173
usdc,2021-10-19T00:00:00.000000000Z,33991
usdc,2021-10-20T00:00:00.000000000Z,36133
usdc,2021-10-21T00:00:00.000000000Z,33273
usdc,2021-10-22T00:00:00.000000000Z,30961
usdc,2021-10-23T00:00:00.000000000Z,26388
usdc,2021-10-24T00:00:00.000000000Z,25823
usdc,2021-10-25T00:00:00.000000000Z,32040
usdc,2021-10-26T00:00:00.000000000Z,31601
usdc,2021-10-27T00:00:00.000000000Z,63082
usdc,2021-10-28T00:00:00.000000000Z,35344
usdc,2021-10-29T00:00:00.000000000Z,37857
usdc,2021-10-30T00:00:00.000000000Z,31272
usdc,2021-10-31T00:00:00.000000000Z,28281
usdc,2021-11-01T00:00:00.000000000Z,35857
usdc,2021-11-02T00:00:00.000000000Z,39141
usdc,2021-11-03T00:00:00.000000000Z,37122
usdc,2021-11-04T00:00:00.000000000Z,36568
usdc,2021-11-05T00:00:00.000000000Z,34219
usdc,2021-11-06T00:00:00.000000000Z,36569
usdc,2021-11-07T00:00:00.000000000Z,31861
usdc,2021-11-08T00:00:00.000000000Z,34901
usdc,2021-11-09T00:00:00.000000000Z,35034
usdc,2021-11-10T00:00:00.000000000Z,35055
usdc,2021-11-11T00:00:00.000000000Z,32278
usdc,2021-11-12T00:00:00.000000000Z,31661
usdc,2021-11-13T00:00:00.000000000Z,27243
usdc,2021-11-14T00:00:00.000000000Z,27826
usdc,2021-11-15T00:00:00.000000000Z,38452
usdc,2021-11-16T00:00:00.000000000Z,44540
usdc,2021-11-17T00:00:00.000000000Z,33783
usdc,2021-11-18T00:00:00.000000000Z,34203
usdc,2021-11-19T00:00:00.000000000Z,32087
usdc,2021-11-20T00:00:00.000000000Z,28502
usdc,2021-11-21T00:00:00.000000000Z,28512
usdc,2021-11-22T00:00:00.000000000Z,29984
usdc,2021-11-23T00:00:00.000000000Z,31801
usdc,2021-11-24T00:00:00.000000000Z,32697
usdc,2021-11-25T00:00:00.000000000Z,30006
usdc,2021-11-26T00:00:00.000000000Z,39951
usdc,2021-11-27T00:00:00.000000000Z,28234
usdc,2021-11-28T00:00:00.000000000Z,25712
usdc,2021-11-29T00:00:00.000000000Z,32679
usdc,2021-11-30T00:00:00.000000000Z,40732
usdc,2021-12-01T00:00:00.000000000Z,38856
usdc,2021-12-02T00:00:00.000000000Z,36607
usdc,2021-12-03T00:00:00.000000000Z,35812
usdc,2021-12-04T00:00:00.000000000Z,42674
usdc,2021-12-05T00:00:00.000000000Z,30385
usdc,2021-12-06T00:00:00.000000000Z,43648
usdc,2021-12-07T00:00:00.000000000Z,37219
usdc,2021-12-08T00:00:00.000000000Z,36952
usdc,2021-12-09T00:00:00.000000000Z,36588
usdc,2021-12-10T00:00:00.000000000Z,34644
usdc,2021-12-11T00:00:00.000000000Z,27475
usdc,2021-12-12T00:00:00.000000000Z,24285
usdc,2021-12-13T00:00:00.000000000Z,32495
usdc,2021-12-14T00:00:00.000000000Z,41039
usdc,2021-12-15T00:00:00.000000000Z,32393
usdc,2021-12-16T00:00:00.000000000Z,32487
usdc,2021-12-17T00:00:00.000000000Z,41369
usdc,2021-12-18T00:00:00.000000000Z,30588
usdc,2021-12-19T00:00:00.000000000Z,28865
usdc,2021-12-20T00:00:00.000000000Z,34355
usdc,2021-12-21T00:00:00.000000000Z,40927
usdc,2021-12-22T00:00:00.000000000Z,35833
usdc,2021-12-23T00:00:00.000000000Z,32083
usdc,2021-12-24T00:00:00.000000000Z,33865
usdc,2021-12-25T00:00:00.000000000Z,24379
usdc,2021-12-26T00:00:00.000000000Z,26292
usdc,2021-12-27T00:00:00.000000000Z,31652
usdc,2021-12-28T00:00:00.000000000Z,30591
usdc,2021-12-29T00:00:00.000000000Z,32445
usdc,2021-12-30T00:00:00.000000000Z,35500
usdc,2021-12-31T00:00:00.000000000Z,32357
usdc,2022-01-01T00:00:00.000000000Z,24291
usdc,2022-01-02T00:00:00.000000000Z,22299
usdc,2022-01-03T00:00:00.000000000Z,30720
usdc,2022-01-04T00:00:00.000000000Z,31697
usdc,2022-01-05T00:00:00.000000000Z,34370
usdc,2022-01-06T00:00:00.000000000Z,33535
usdc,2022-01-07T00:00:00.000000000Z,32988
usdc,2022-01-08T00:00:00.000000000Z,28681
usdc,2022-01-09T00:00:00.000000000Z,23142
usdc,2022-01-10T00:00:00.000000000Z,27710
